objectID,post_title,url,Nom simplifié,Nom
cocktail_1284,Pisco Sour,https://1ou2cocktails.com/cocktails/pisco-sour/,jus,jus lime
cocktail_1284,Pisco Sour,https://1ou2cocktails.com/cocktails/pisco-sour/,sirop,sirop
cocktail_1284,Pisco Sour,https://1ou2cocktails.com/cocktails/pisco-sour/,aromatique,aromatique
cocktail_1288,Tom Collins,https://1ou2cocktails.com/cocktails/tom-collins/,gin,gin style
cocktail_1288,Tom Collins,https://1ou2cocktails.com/cocktails/tom-collins/,jus,jus citron
cocktail_1288,Tom Collins,https://1ou2cocktails.com/cocktails/tom-collins/,sirop,sirop
cocktail_1009,Moscow Mule,https://1ou2cocktails.com/cocktails/moscow-mule/,vodka,vodka
cocktail_1009,Moscow Mule,https://1ou2cocktails.com/cocktails/moscow-mule/,jus,jus lime
cocktail_1009,Moscow Mule,https://1ou2cocktails.com/cocktails/moscow-mule/,bière,bière
cocktail_1002,Café amande et liqueur d'herbe,https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/,liqueur,liqueur
cocktail_1002,Café amande et liqueur d'herbe,https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/,café,café
cocktail_1002,Café amande et liqueur d'herbe,https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/,crème,crème
cocktail_1002,Café amande et liqueur d'herbe,https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/,chocolat,chocolat
cocktail_995,Rose Garden,https://1ou2cocktails.com/cocktails/rose-garden/,jus,jus citron
cocktail_995,Rose Garden,https://1ou2cocktails.com/cocktails/rose-garden/,sirop,sirop
cocktail_995,Rose Garden,https://1ou2cocktails.com/cocktails/rose-garden/,tasse,tasse pomme verte coupée en
cocktail_995,Rose Garden,https://1ou2cocktails.com/cocktails/rose-garden/,pomme,pomme
cocktail_1194,Sbagliato Espresso,https://1ou2cocktails.com/cocktails/sbagliato-espresso/,liqueur,liqueur amère
cocktail_1194,Sbagliato Espresso,https://1ou2cocktails.com/cocktails/sbagliato-espresso/,vermouth,vermouth
cocktail_1194,Sbagliato Espresso,https://1ou2cocktails.com/cocktails/sbagliato-espresso/,café,café
cocktail_1194,Sbagliato Espresso,https://1ou2cocktails.com/cocktails/sbagliato-espresso/,cidre,cidre pomme pétillant ou vin
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,whisky,whisky canadien
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,chai,chai
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,jus,jus citron
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,jus,jus
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,sirop,sirop
cocktail_970,Gin-Tonic et Pamplemousse,https://1ou2cocktails.com/cocktails/gin-tonic-pamplemousse/,gin,gin bleu
cocktail_970,Gin-Tonic et Pamplemousse,https://1ou2cocktails.com/cocktails/gin-tonic-pamplemousse/,jus,jus pamplemousse
cocktail_970,Gin-Tonic et Pamplemousse,https://1ou2cocktails.com/cocktails/gin-tonic-pamplemousse/,soda,soda
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,gin,gin
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,liqueur,liqueur
