objectID,post_title,url,ingredient,label,quantity,type,section,label_zone,label_qte,label_unite,label_unite_gr,section_zone,section_qte,section_unite,aliment,kcal_100gr,quantity_gr,quantity_kcal,label_qte_gr,proteine_100gr,glucides_100gr,calcium_100gr,quantity_calcium
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,"<p><span style=""font-weight: 400;"">jus de citron frais</span></p>
",,1,ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","28,35",,,,"1,56",11,"3,12"
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,"<p><span style=""font-weight: 400;"">de sirop de litchi</span></p>
",,"0,75",ingredient,,,,,,,1,,"Litchi, pulpe, cru",81,"21,26",,,"1,13","16,1","3,6","0,77"
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,,"<p><span style=""font-weight: 400;"">½ c. à thé de poivre rose</span></p>
",,ingredient,,½ c. à thé,"0,5",c. à thé,5,,1,,,,"2,5",,"2,5",,,,
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,,"<p><span style=""font-weight: 400;"">1 oz de blanc d&rsquo;oeuf, Fermes Burnbrae</span></p>
",,ingredient,,"1 oz de blanc d&rsquo;oeuf, Fermes Burnbrae",1,blanc ,30,,1,,,,30,,30,,,,
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5305,Nuage de Litchi,https://1ou2cocktails.com/cocktails/nuage-de-litchi/,,"<p><span style=""font-weight: 400;"">Grains de poivre rose concassés </span></p>
",,ingredient,,,,rose,25,,1,,,,,,,,,,
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,"<p><span style=""font-weight: 400;"">de gin</span></p>
",,1,ingredient,,,,,,,1,,Gin,265,"28,35",,,0,0,0,0
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,"<p><span style=""font-weight: 400;"">de liqueur de maraschino, Luxardo</span></p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,"<p><span style=""font-weight: 400;"">de liqueur dherbes, Chartreuse </span></p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,"<p><span style=""font-weight: 400;"">de jus de lime frais</span></p>
",,"0,75",ingredient,,,,,,,1,,"Jus de citron vert, pur jus",,"21,26",,,"0,25","1,24",12,"2,55"
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5278,Last Word,https://1ou2cocktails.com/cocktails/last-word/,,"<p><span style=""font-weight: 400;"">1 cerise maraschino </span></p>
",,ingredient,,1 cerise,1,cerise,10,,1,,,,10,,10,,,,
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,"<p><span style=""font-weight: 400;"">de pisco</span></p>
",,2,ingredient,,,,,,,1,,"Eau de vie de vin, type armagnac, cognac",229,"56,7",,,0,"0,37","0,5","0,28"
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,"<p><span style=""font-weight: 400;"">de jus de citron frais</span></p>
",,1,ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","28,35",,,,"1,56",11,"3,12"
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,"<p><span style=""font-weight: 400;"">de sirop simple</span></p>
",,"0,75",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"21,26",,,"0,055","7,7","7,55","1,61"
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,"<p><span style=""font-weight: 400;"">de confiture dabricot</span></p>
",,1,ingredient,,,,,,,1,,confiture,,"28,35",,,,,,
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,,"<p><span style=""font-weight: 400;"">1 pincée de cannelle râpée</span></p>
",,ingredient,,1 pincée de cannelle,1,pincée,,,1,,,,,,,,,,
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,"<p><span style=""font-weight: 400;"">de Naturoeuf Que des blancs d&rsquo;oeufs, Fermes Burnbrae</span></p>
",,1,ingredient,,,,,,,1,,"Oeuf, blanc (blanc d'oeuf), cru","48,1","28,35",,,"10,8","0,85",6,"1,7"
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5271,Pisco Sour à l'Abricot,https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/,,"<p><span style=""font-weight: 400;"">Cannelle râpée</span></p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,"<p><span style=""font-weight: 400;"">damaretto, Avril</span></p>
",,1,ingredient,,,,,,,1,,Liqueur,328,"28,35",,,"0,1","39,6",1,"0,28"
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,"<p><span style=""font-weight: 400;"">de gin</span></p>
",,"0,5",ingredient,,,,,,,1,,Gin,265,"14,17",,,0,0,0,0
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,"<p><span style=""font-weight: 400;"">de jus de pomme brut</span></p>
",,1,ingredient,,,,,,,1,,"Jus de pomme, pur jus","48,9","28,35",,,"0,17","11,4","4,32","1,22"
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,"<p><span style=""font-weight: 400;"">de jus de citron</span></p>
",,"0,75",ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","21,26",,,,"1,56",11,"2,34"
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,"<p><span style=""font-weight: 400;"">de sirop simple</span></p>
",,"0,25",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"7,09",,,"0,055","7,7","7,55","0,54"
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,,"<p>1 pincée de c<span style=""font-weight: 400;"">annelle râpée</span></p>
",,ingredient,,,,pincée,,,1,,,,,,,,,,
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5267,Amaretto Sour Pomme & Cannelle,https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/,,"<p>1 bâton de cannelle</p>
",,ingredient,,1 bâton ,1,bâton,,,1,,,,,,,,,,
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,"<p><span style=""font-weight: 400;"">de vodka</span></p>
",,2,ingredient,,,,,,,1,,Vodka,242,"56,7",,,0,0,0,0
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,"<p>de liqueur de café</p>
",,1,ingredient,,,,,,,1,,"Café, non instantané, non sucré, prêt à boire","6,88","28,35",,,,"1,35","4,3","1,22"
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,"<p><span style=""font-weight: 400;"">de crème 35% ou de lait 3,25%</span></p>
",,1,ingredient,,,,,,,1,,"Crème d'Isigny AOP, >= 35% MG",,"28,35",,,"2,33",3,,
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5256,White Russian,https://1ou2cocktails.com/cocktails/white-russian/,,"<p>Muscade moulue <em>*Facultatif</em></p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,"<p>de jus de pomme brut</p>
",,2,ingredient,,,,,,,1,,"Jus de pomme, pur jus","48,9","56,7",,,"0,17","11,4","4,32","2,45"
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,"<p>de jus de citron frais</p>
",,"0,75",ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","21,26",,,,"1,56",11,"2,34"
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,"<p>de <a href=""https://1ou2cocktails.com/cocktails/sirop-de-miel/"">sirop de miel</a></p>
",,"0,5",ingredient,,,,,,,1,,Miel,,"14,17",,,"0,56","81,7","7,93","1,12"
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,,"<p>1/4 c. à thé de mélange <span class=""il"">d</span>&lsquo;épices tarte à la citrouille*</p>
",,ingredient,,,,c. à thé,5,,1,,,,,,,,,,
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,,"<p>Vin Mousseux (Cava), Sumarroca Brut Nature Grand Reserva</p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5224,Bulles d'Automne Pomme & Épices,https://1ou2cocktails.com/cocktails/bulles-dautomne-pomme-epices/,,"<p>1 bouquet de thym</p>
",,ingredient,,1 bouquet,1,bouquet,20,,1,,,,20,,20,,,,
cocktail_5218,Shooter Zubrowka & Jus de Pomme,https://1ou2cocktails.com/cocktails/shooter-zubrowka-et-jus-de-pomme/,"<p>de vodka à l&rsquo;herbe de bison, Zubrowka</p>
",,1,section,Pour 1 verre,,,,,1 verre,1,verre,Vodka,242,"28,35",,,0,0,0,0
cocktail_5218,Shooter Zubrowka & Jus de Pomme,https://1ou2cocktails.com/cocktails/shooter-zubrowka-et-jus-de-pomme/,"<p>de vodka à l&rsquo;herbe de bison, Zubrowka</p>
",,1,ingredient,,,,,,,1,,Vodka,242,"28,35",,,0,0,0,0
cocktail_5218,Shooter Zubrowka & Jus de Pomme,https://1ou2cocktails.com/cocktails/shooter-zubrowka-et-jus-de-pomme/,"<p>de jus de pomme</p>
",,"0,75",ingredient,,,,,,,1,,"Jus de pomme, pur jus","48,9","21,26",,,"0,17","11,4","4,32","0,92"
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,"<p>de mezcal</p>
",,"0,75",ingredient,,,,,,,1,,Gin,265,"21,26",,,0,0,0,0
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,"<p>de liqueur amère, Aperol</p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,"<p>liqueur d&rsquo;herbes, Chartreuse Jaune</p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,"<p>de jus de lime frais</p>
",,"0,75",ingredient,,,,,,,1,,"Jus de citron vert, pur jus",,"21,26",,,"0,25","1,24",12,"2,55"
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5207,Naked & Famous,https://1ou2cocktails.com/cocktails/naked-famous/,,"<p>1 quartier de lime</p>
",,ingredient,,1 quartier,"0,25",lime,100,,1,,,,25,,25,,,,
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de tequila</span></p>
",,1,ingredient,,,,,,,1,,Gin,265,"28,35",,,0,0,0,0
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de liqueur amère, Aperol</span></p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de jus dorange frais</span></p>
",,"0,5",ingredient,,,,,,,1,,"Jus d'orange, pur jus","45,4","14,17",,,"0,61","9,61","0,41","0,06"
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de jus de lime frais</span></p>
",,"0,5",ingredient,,,,,,,1,,"Jus de citron vert, pur jus",,"14,17",,,"0,25","1,24",12,"1,7"
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de sirop simple</span></p>
",,"0,75",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"21,26",,,"0,055","7,7","7,55","1,61"
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,,"<p><span style=""font-weight: 400;"">3-4 gouttes de sauce piquante</span></p>
",,ingredient,,3-4 gouttes de sauce piquante,3,goutte,"0,5",,1,,,,"1,5",,"1,5",,,,
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,"<p><span style=""font-weight: 400;"">de Naturoeuf Que des blancs d&rsquo;oeufs, Fermes Burnbrae</span></p>
",,1,ingredient,,,,,,,1,,"Oeuf, blanc (blanc d'oeuf), cru","48,1","28,35",,,"10,8","0,85",6,"1,7"
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,,,,section,Garnitures,,,,,,1,,,,,,,,,,
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,,"<p>1 petit piment oiseau</p>
",,ingredient,,1 petit piment oiseau,1,piment oiseau,40,,1,,,,40,,40,,,,
cocktail_5199,Sour à l'orange épicé,https://1ou2cocktails.com/cocktails/sour-a-lorange-epice/,,"<p>Mezcal <em>*optionnel</em></p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,"<p>de vodka pamplemousse et rose, Ketel One Botanical <em>ou de vodka</em></p>
",,1,ingredient,,,,,,,1,,"Pomelo (dit Pamplemousse) jaune, pulpe, cru",,"28,35",,,"0,69","7,31",12,"3,4"
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,"<p>de limoncello</p>
",,"0,75",ingredient,,,,,,,1,,Liqueur,328,"21,26",,,"0,1","39,6",1,"0,21"
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,"<p>de jus de citron frais</p>
",,1,ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","28,35",,,,"1,56",11,"3,12"
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,"<p>de sirop simple</p>
",,"0,5",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"14,17",,,"0,055","7,7","7,55","1,07"
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,,"<p>Eau Pétillante</p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5192,Limonade au Limoncello,https://1ou2cocktails.com/cocktails/limonade-au-limoncello/,,"<p>Pétales de rose déshydratées</p>
",,ingredient,,,,rose,25,,1,,,,,,,,,,
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,"<p><span style=""font-weight: 400;"">de tisane à l&rsquo;hibiscus, Passion Tazo </span></p>
",,2,ingredient,,,,,,,1,,"Tisane infusée, non sucrée","0,87","56,7",,,0,"0,2",2,"1,13"
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,"<p><span style=""font-weight: 400;"">de sirop de fruit de la passion</span></p>
",,"0,5",ingredient,,,,,,,1,,"Fruit de la passion ou maracudja, pulpe et pépins, cru",101,"14,17",,,"2,13","10,9","8,1","1,15"
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,"<p><span style=""font-weight: 400;"">de vin mousseux, Prosecco</span></p>
",,3,ingredient,,,,,,,1,,"Romarin, séché",328,"85,05",,,"4,88","21,5",1280,"1088,64"
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5172,Mimosa Hibiscus Passion,https://1ou2cocktails.com/cocktails/mimosa-hibiscus-passion/,,"<p>1 zeste de pamplemousse</p>
",,ingredient,,1 zeste,"0,05",zeste,"0,5",,1,,,,"0,025",,"0,025",,,,
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,"<p><span style=""font-weight: 400;"">de gin aux agrumes, Distillerie du St. Laurent</span></p>
",,"1,5",ingredient,,,,,,,1,,Gin,265,"42,52",,,0,0,0,0
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,"<p><span style=""font-weight: 400;"">d&rsquo;eau de coco</span></p>
",,"1,5",ingredient,,,,,,,1,,Eau du robinet,0,"42,52",,,0,0,"7,13","3,03"
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,"<p><span style=""font-weight: 400;"">de jus de lime frais</span></p>
",,1,ingredient,,,,,,,1,,"Jus de citron vert, pur jus",,"28,35",,,"0,25","1,24",12,"3,4"
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,"<p><span style=""font-weight: 400;"">de sirop simple</span></p>
",,"0,5",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"14,17",,,"0,055","7,7","7,55","1,07"
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,"<p><span style=""font-weight: 400;"">de kombucha à la mangue</span></p>
",,3,ingredient,,,,,,,1,,"Kombucha, préemballé","9,46","85,05",,,,"1,45","5,7","4,85"
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,,"<p><span style=""font-weight: 400;"">2-3 traits damer aromatique, Angostura bitters</span></p>
",,ingredient,,2-3 traits damer aromatique,2,trait,1,,1,,,,2,,2,,,,
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5141,Slush Tropicale au Gin,https://1ou2cocktails.com/cocktails/slush-tropicale-au-gin/,,"<p>Chips de noix de coco</p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,"<p><span style=""font-weight: 400;"">de jus de citron frais</span></p>
",,"0,75",ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","21,26",,,,"1,56",11,"2,34"
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,"<p><span style=""font-weight: 400;"">de sirop de pêche blanche, Monin</span></p>
",,"0,5",ingredient,,,,,,,1,,"Oeuf, blanc (blanc d'oeuf), cru","48,1","14,17",,,"10,8","0,85",6,"0,85"
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,,"<p>Eau pétillante</p>
",,ingredient,,,,,,,1,,,,,,,,,,
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5131,Limonade à la Pêche Blanche,https://1ou2cocktails.com/cocktails/limonade-a-la-peche-blanche/,,"<p>4 tranches de pêche blanche</p>
",,ingredient,,4 tranches de pêche,4,tranche,5,,1,,,,20,,20,,,,
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,"<p>de liqueur de fleur de sureau, St-Germain</p>
",,"1,5",ingredient,,,,,,,1,,Liqueur,328,"42,52",,,"0,1","39,6",1,"0,43"
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,"<p>de vermouth sec</p>
",,"0,5",ingredient,,,,,,,1,,Apéritif à base de vin ou vermouth,,"14,17",,,"0,054","11,3","7,37","1,04"
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,"<p>de vin mousseux, Prosecco</p>
",,2,ingredient,,,,,,,1,,"Romarin, séché",328,"56,7",,,"4,88","21,5",1280,"725,76"
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,"<p>d&rsquo;eau pétillante</p>
",,2,ingredient,,,,,,,1,,Eau du robinet,0,"56,7",,,0,0,"7,13","4,04"
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,,"<p>2 traits d&rsquo;amer au céleri, Scrappy&rsquo;s <em>*optionnel</em></p>
",,ingredient,,2 trait,2,trait,1,,1,,,,2,,2,,,,
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5115,Spritz Blanc,https://1ou2cocktails.com/cocktails/spritz-blanc/,,"<p>1 ruban de céleri</p>
",,ingredient,,1 ruban de céleri,1,ruban,10,,1,,,,10,,10,,,,
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,,,,section,Pour 1 verre,,,,,1 verre,1,verre,,,,,,,,,
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,"<p><span style=""font-weight: 400;"">de vodka fine à la patate, Ubald</span></p>
",,"1,5",ingredient,,,,,,,1,,Vodka,242,"42,52",,,0,0,0,0
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,"<p><span style=""font-weight: 400;"">de jus de citron frais</span></p>
",,"0,75",ingredient,,,,,,,1,,"Citron, pulpe, cru","27,6","21,26",,,,"1,56",11,"2,34"
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,"<p><span style=""font-weight: 400;"">de sirop simple </span></p>
",,"0,5",ingredient,,,,,,,1,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",,"14,17",,,"0,055","7,7","7,55","1,07"
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,,"<p><span style=""font-weight: 400;"">6 petits cubes de melon deau </span></p>
",,ingredient,,6 petits cubes de melon deau ,6,cube,10,,1,,,,60,,60,,,,
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,,"<p><span style=""font-weight: 400;"">5 feuilles de basilic </span></p>
",,ingredient,,5 feuille,5,feuille,5,,1,,,,25,,25,,,,
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,,,,section,Garniture,,,,,,1,,,,,,,,,,
cocktail_5036,Melon dEau et Basilic Smash,https://1ou2cocktails.com/cocktails/melon-deau-et-basilic-smash/,,"<p><span style=""font-weight: 400;"">1 fine tranche de melon deau</span></p>
",,ingredient,,1 fine tranche de melon deau,1,tranche,5,,1,,,,5,,5,,,,
cocktail_5031,Limonade à la Menthe,https://1ou2cocktails.com/cocktails/limonade-a-la-menthe/,,,,section,Pour 4 à 6 verres,,,,,4 à 6 verres,4,verre,,,,,,,,,
cocktail_5031,Limonade à la Menthe,https://1ou2cocktails.com/cocktails/limonade-a-la-menthe/,"<p><span style=""font-weight: 400;"">(1 tasse) de jus de citron frais</span></p>
",,8,ingredient,,,,,,,4,,"Citron, pulpe, cru","27,6","56,7",,,,"1,56",11,"6,24"
