objectID;post_title;url;Nom simple;Nom
cocktail_5465;Penicillin (version simplifiée);https://1ou2cocktails.com/cocktails/penicillin-version-simplifiee/;whisky;whisky
cocktail_5465;Penicillin (version simplifiée);https://1ou2cocktails.com/cocktails/penicillin-version-simplifiee/;jus;jus citron frais
cocktail_5465;Penicillin (version simplifiée);https://1ou2cocktails.com/cocktails/penicillin-version-simplifiee/;mi;miel
cocktail_5465;Penicillin (version simplifiée);https://1ou2cocktails.com/cocktails/penicillin-version-simplifiee/;gingembre;gingembre frais
cocktail_5465;Penicillin (version simplifiée);https://1ou2cocktails.com/cocktails/penicillin-version-simplifiee/;gingembre;gingembre cristallisé
cocktail_5457;New York Sour;https://1ou2cocktails.com/cocktails/new-york-sour/;whisky;whisky ou bourbon
cocktail_5457;New York Sour;https://1ou2cocktails.com/cocktails/new-york-sour/;jus;jus citron frais
cocktail_5457;New York Sour;https://1ou2cocktails.com/cocktails/new-york-sour/;sirop;sirop simple
cocktail_5457;New York Sour;https://1ou2cocktails.com/cocktails/new-york-sour/;vin;vin
cocktail_5457;New York Sour;https://1ou2cocktails.com/cocktails/new-york-sour/;marasquin;marasquin
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;liqueur;liqueur framboise la chaufferie
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;basilic;basilic
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;fleur;fleur
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;vin;vin mousseux
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;eau;eau pétillante
cocktail_5452;Spritz Framboise Basilic;https://1ou2cocktails.com/cocktails/spritz-framboise-basilic/;basilic;basilic
cocktail_5447;Sirop de Citronnelle;https://1ou2cocktails.com/cocktails/sirop-de-citronnelle/;eau;eau
cocktail_5447;Sirop de Citronnelle;https://1ou2cocktails.com/cocktails/sirop-de-citronnelle/;sucre;sucre
cocktail_5447;Sirop de Citronnelle;https://1ou2cocktails.com/cocktails/sirop-de-citronnelle/;citron;citronnelle fraîche coupés en tronçon pouce
cocktail_5442;Mocktail Exotique Citronnelle et Hibiscus;https://1ou2cocktails.com/cocktails/mocktail-exotique-citronnelle-et-hibiscus/;tisane;tisane infusée et refroidie
