           objectID                                                     post_title                                                                                                 url  quantity_kcal_total
1662  cocktail_1033                                                  Whisky Cherry                                                  https://1ou2cocktails.com/cocktails/whisky-cherry/               117.12
1672  cocktail_1260                                                      Manhattan                                                     https://1ou2cocktails.com/cocktails/manhatthan/               142.88
1678  cocktail_1029                                                        Martini                                                        https://1ou2cocktails.com/cocktails/martini/               150.26
1683  cocktail_1264                                           Thé glacé à la pêche                                           https://1ou2cocktails.com/cocktails/the-glace-a-la-peche/                 0.11
1688  cocktail_1024                                       Gin Melon et Poivre Rose                                          https://1ou2cocktails.com/cocktails/gin-melon-poivre-rose/               225.36
1696  cocktail_1269                                                       Aviation                                                       https://1ou2cocktails.com/cocktails/aviation/               128.24
1703  cocktail_1275                                                    Whisky Sour                                                    https://1ou2cocktails.com/cocktails/whisky-sour/               150.70
1711  cocktail_1279                                       Moscow Mule à la Grenade                                       https://1ou2cocktails.com/cocktails/moscow-mule-a-la-grenade/               137.17
1718  cocktail_1018                                     Vodka Cantaloup & Prosecco                                       https://1ou2cocktails.com/cocktails/vodka-cantaloup-prosecco/               102.90
1726  cocktail_1013                                  Tropikante rhum & melon d'eau                                     https://1ou2cocktails.com/cocktails/tropikante-rhum-melon-deau/                20.45
1733  cocktail_1443                                                        Mai Tai                                                        https://1ou2cocktails.com/cocktails/mai-tai/               177.60
1740  cocktail_1284                                                     Pisco Sour                                                     https://1ou2cocktails.com/cocktails/pisco-sour/               129.84
1747  cocktail_1288                                                    Tom Collins                                                    https://1ou2cocktails.com/cocktails/tom-collins/               118.55
1754  cocktail_1009                                                    Moscow Mule                                                    https://1ou2cocktails.com/cocktails/moscow-mule/               102.90
1761  cocktail_1002                                 Café amande et liqueur d'herbe                                  https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/                98.84
1769   cocktail_986                                               Reverse Martinez                                               https://1ou2cocktails.com/cocktails/reverse-martinez/                56.34
1776   cocktail_995                                                    Rose Garden                                                    https://1ou2cocktails.com/cocktails/rose-garden/                 7.82
1785  cocktail_1194                                             Sbagliato Espresso                                             https://1ou2cocktails.com/cocktails/sbagliato-espresso/                71.19
1792   cocktail_974                                             Chai Whisky Masala                                             https://1ou2cocktails.com/cocktails/chai-whisky-masala/               117.49
1801   cocktail_970                                      Gin-Tonic et Pamplemousse                                         https://1ou2cocktails.com/cocktails/gin-tonic-pamplemousse/               112.68
1807  cocktail_1122                                           Chartreuse Concombre                                           https://1ou2cocktails.com/cocktails/chartreuse-concombre/               159.16
1818   cocktail_967                                                Rhubarbe Spritz                                                https://1ou2cocktails.com/cocktails/rhubarbe-spritz/               177.02
1822   cocktail_965                                                      Margarita                                            https://1ou2cocktails.com/cocktails/margarita-classique/               215.18
1828   cocktail_939                                                       Daiquiri                                             https://1ou2cocktails.com/cocktails/daiquiri-classique/                27.27
1834   cocktail_966                                                        Negroni                                              https://1ou2cocktails.com/cocktails/negroni-classique/               112.68
1840   cocktail_938                                                  Aperol Spritz                                        https://1ou2cocktails.com/cocktails/aperol-spritz-classique/               464.94
1846   cocktail_936                                                  Bloody Caesar                                        https://1ou2cocktails.com/cocktails/bloody-caesar-classique/               178.03
1857   cocktail_937                                                    Bloody Mary                                          https://1ou2cocktails.com/cocktails/bloody-mary-classique/               178.03
1866   cocktail_935                                                     Caipirinha                                           https://1ou2cocktails.com/cocktails/caipirinha-classique/               145.15
1872   cocktail_940                                                         Mojito                                               https://1ou2cocktails.com/cocktails/mojito-classique/                20.45
1880   cocktail_927                                                       Low-Coco                                                       https://1ou2cocktails.com/cocktails/low-coco/               139.47
1887   cocktail_925                                                            G&P                                                https://1ou2cocktails.com/cocktails/gp-gin-prosecco/               354.09
1892   cocktail_923                                             Bramble à l'érable                                              https://1ou2cocktails.com/cocktails/bramble-a-lerable/                 5.87
1899  cocktail_1352                                                 Sirop d'Orgeat                                                   https://1ou2cocktails.com/cocktails/sirop-orgeat/                 0.00
1904   cocktail_851                                              McIntosh Spritzer                                              https://1ou2cocktails.com/cocktails/mcintosh-spritzer/                44.52
1911   cocktail_847                                                        Punchat                                  https://1ou2cocktails.com/cocktails/punchat-punch-tequila-campari/               225.38
1922   cocktail_834                                       Margarita Melon Jalapeno                                       https://1ou2cocktails.com/cocktails/margarita-melon-jalapeno/               215.18
1930   cocktail_841                                                       Oka Sour                                                       https://1ou2cocktails.com/cocktails/oka-sour/               225.38
1936   cocktail_839                                                   Fire Negroni                                                   https://1ou2cocktails.com/cocktails/fire-negroni/               165.57
1942   cocktail_831                                 Sangria rouge au Rise kombucha                                         https://1ou2cocktails.com/cocktails/sangria-rouge-kombucha/               580.72
1949   cocktail_821                        Sangria blanche à la bière de gingembre                              https://1ou2cocktails.com/cocktails/sangria-blanche-a-biere-gingembre/               384.53
1957   cocktail_815                                                Kentucky Spritz                                                https://1ou2cocktails.com/cocktails/kentucky-spritz/               114.98
1964   cocktail_805                                                Pina Colada POP                                                https://1ou2cocktails.com/cocktails/pina-colada-pop/                 0.00
1973  cocktail_1162                                                 Terrazza Tonic                                                 https://1ou2cocktails.com/cocktails/terrazza-tonic/               118.42
1979   cocktail_799                                                   L'Abricotier                                                    https://1ou2cocktails.com/cocktails/labricotier/               112.69
1987  cocktail_1062                                                        Kampaï!                                                         https://1ou2cocktails.com/cocktails/kampai/               118.58
1995   cocktail_794                                            Aperol Pamplemousse                                            https://1ou2cocktails.com/cocktails/aperol-pamplemousse/               139.47
2003   cocktail_782                                                     Royal Flip                                                     https://1ou2cocktails.com/cocktails/royal-flip/               153.63
2011  cocktail_1178                                                    Purple Head                                                           https://1ou2cocktails.com/cocktails/4246/               191.51
2016   cocktail_768                                               Mornin' Sunshine                                                https://1ou2cocktails.com/cocktails/mornin-sunshine/               166.82
2025   cocktail_918                                                     Pink Nashi                                                     https://1ou2cocktails.com/cocktails/pink-nashi/               112.68
2034   cocktail_763                                                    Poiré Amore                                                    https://1ou2cocktails.com/cocktails/poire-amore/                 6.82
2042   cocktail_754                                             Bellini à la Pêche                                                 https://1ou2cocktails.com/cocktails/milord-bellini/                83.61
2048  cocktail_1053                                                        Sequito                                                        https://1ou2cocktails.com/cocktails/sequito/               181.28
2057   cocktail_747                                                     La Equidad                                                     https://1ou2cocktails.com/cocktails/la-equidad/               146.12
2065   cocktail_869                                                    Early Grail                                                    https://1ou2cocktails.com/cocktails/early-grail/               348.73
2069   cocktail_882                                                    Noir Eggnog                                                    https://1ou2cocktails.com/cocktails/noir-eggnog/               265.14
2077  cocktail_1126                                        Sour Calvados et Menthe                                           https://1ou2cocktails.com/cocktails/sour-calvados-menthe/               179.84
2086   cocktail_673                                                La Petite Laine                                                https://1ou2cocktails.com/cocktails/la-petite-laine/               134.57
2094  cocktail_3259                                   Sirop à la citrouille épicée                                   https://1ou2cocktails.com/cocktails/sirop-a-la-citrouille-epicee/                 0.00
2104  cocktail_1447                                         Pumpkin Spice Cocktail                                         https://1ou2cocktails.com/cocktails/pumpkin-spice-cocktail/               209.07
2112  cocktail_1183                                                      Le Carrie                                                      https://1ou2cocktails.com/cocktails/le-carrie/               119.00
2122   cocktail_670                                               Amaretto Sour II                                               https://1ou2cocktails.com/cocktails/amaretto-sour-ii/               218.73
2129   cocktail_735                                                     L'Équinoxe                                                      https://1ou2cocktails.com/cocktails/lequinoxe/               174.12
2137   cocktail_664                                                          Frosé                                                          https://1ou2cocktails.com/cocktails/frose/               103.93
2143   cocktail_651                                                    Doux Réveil                                                    https://1ou2cocktails.com/cocktails/doux-reveil/                28.06
2150   cocktail_741                                                  Matcha Amande                                                  https://1ou2cocktails.com/cocktails/matcha-amande/               123.37
2156   cocktail_645                                                   Le Mama Rula                                                   https://1ou2cocktails.com/cocktails/le-mama-rula/               127.02
2164   cocktail_639                                         Le St-Germain Cocktail                                            https://1ou2cocktails.com/cocktails/st-germain-cocktail/               325.45
2170   cocktail_618                                                        Le Yang                                                        https://1ou2cocktails.com/cocktails/le-yang/               112.71
2180   cocktail_623                                              Montreal Cocktail                                              https://1ou2cocktails.com/cocktails/montreal-cocktail/               332.55
2187   cocktail_610                                                       Del Café                                                       https://1ou2cocktails.com/cocktails/del-cafe/                 3.41
2194   cocktail_579                                                  Ramos in Time                                                  https://1ou2cocktails.com/cocktails/ramos-in-time/               203.04
2204   cocktail_593                                                   Peach Spritz                                                   https://1ou2cocktails.com/cocktails/peach-spritz/                68.81
2211   cocktail_605                                                    Gatsby Sour                                                    https://1ou2cocktails.com/cocktails/gatsby-sour/               102.90
2220   cocktail_599                                                    Pink Paloma                                                    https://1ou2cocktails.com/cocktails/pink-paloma/                75.13
2227   cocktail_570                                                    Salty Saver                                                    https://1ou2cocktails.com/cocktails/salty-saver/               278.94
2235  cocktail_1192                                                   Jasmine Fizz                                                   https://1ou2cocktails.com/cocktails/jasmine-fizz/               279.01
2239   cocktail_678                                                     Café Crème                                                     https://1ou2cocktails.com/cocktails/cafe-creme/                 3.41
2244   cocktail_547                                                   Mango-Colada                                                   https://1ou2cocktails.com/cocktails/mango-colada/               204.21
2250  cocktail_1188                                                     Coco-Choco                                                     https://1ou2cocktails.com/cocktails/coco-choco/               179.86
2256   cocktail_775                                                    Val-en-thym                                                    https://1ou2cocktails.com/cocktails/val-en-thym/                75.13
2264  cocktail_1131                                            French 75 au Cognac                                            https://1ou2cocktails.com/cocktails/french-75-au-cognac/               101.28
2269   cocktail_251                                                   Boulevardier                                                   https://1ou2cocktails.com/cocktails/boulevardier/               214.30
2275   cocktail_688                                               Bulles de Sureau                                               https://1ou2cocktails.com/cocktails/bulles-de-sureau/                69.73
2279  cocktail_1136                                  Martini Canneberge et Romarin                                                      https://1ou2cocktails.com/cocktails/oh-canada/               143.87
2287   cocktail_695                                                      L'Oranger                                                     https://1ou2cocktails.com/cocktails/le-chateau/               219.59
2296   cocktail_702                                                    Le Décembre                                                    https://1ou2cocktails.com/cocktails/le-decembre/                26.59
2299   cocktail_170                                             Martini à la Poire                                               https://1ou2cocktails.com/cocktails/martini-la-poire/               320.90
2306   cocktail_261                                                      Le Tchaga                                                      https://1ou2cocktails.com/cocktails/le-tchaga/               329.27
2310   cocktail_186                                                     Le Barbelé                                                     https://1ou2cocktails.com/cocktails/le-barbele/               133.53
2314   cocktail_136                                              Suffering Bastard                                                      https://1ou2cocktails.com/cocktails/whisky-co/               218.01
2324   cocktail_140                                                   Ginger Crush                                                   https://1ou2cocktails.com/cocktails/ginger-crush/               108.85
2334   cocktail_205                                         Bourbonade à la menthe                                            https://1ou2cocktails.com/cocktails/bourbonade-menthole/               285.76
2341   cocktail_555                                                     Maple Capp                                                     https://1ou2cocktails.com/cocktails/maple-capp/                 7.80
2344   cocktail_269                                              Sangria Classique                                              https://1ou2cocktails.com/cocktails/sangria-classique/               267.65
2353   cocktail_144                                                    Tiki-Mojito                                                 https://1ou2cocktails.com/cocktails/le-tiki-mojito/                30.92
2361   cocktail_131                                                   Cherry Float                                                   https://1ou2cocktails.com/cocktails/cherry-float/                71.44
2367  cocktail_1167                                             Sangria à la bière                                             https://1ou2cocktails.com/cocktails/sangria-a-la-biere/                98.90
2376   cocktail_111                                       Sour Żubrówka et lavande                                                    https://1ou2cocktails.com/cocktails/le-zubrowka/               280.85
2383   cocktail_122                                                       Le David                                                 https://1ou2cocktails.com/?post_type=cocktail&p=122                 0.00
2389   cocktail_279                                             Mimosa à la mangue                                                    https://1ou2cocktails.com/cocktails/mangue-mosa/                32.45
2393   cocktail_290                                                     Rhum Marin                                                  https://1ou2cocktails.com/cocktails/le-rhum-marin/                86.65
2404   cocktail_101                                                   Piña de Caña                                                   https://1ou2cocktails.com/cocktails/pina-de-cana/               121.17
2412    cocktail_89                                               Sangria FruiTHÉe                                               https://1ou2cocktails.com/cocktails/sangria-fruithee/                 0.00
2424   cocktail_301                                     Mojito Framboise et Mangue                                                   https://1ou2cocktails.com/cocktails/el-manguitos/                40.90
2434   cocktail_309                                                      Tropicoco                                                      https://1ou2cocktails.com/cocktails/tropicoco/                55.42
2439   cocktail_316                                              La Petite Fraîche                                              https://1ou2cocktails.com/cocktails/la-petite-fraiche/               102.90
2446   cocktail_327                                                    Le National                                                    https://1ou2cocktails.com/cocktails/le-national/               102.90
2453   cocktail_341                                                    Bloody-Mosa                                                    https://1ou2cocktails.com/cocktails/bloody-mosa/                69.57
2464   cocktail_343                                                       Le Frais                                                       https://1ou2cocktails.com/cocktails/le-frais/               177.02
2469   cocktail_353                                                       Gin Bees                                                       https://1ou2cocktails.com/cocktails/gin-bees/               147.12
2475  cocktail_1329                                                     Tikibécois                                                     https://1ou2cocktails.com/cocktails/tikibecois/               114.72
2481   cocktail_359                                                      Le Fresca                                                      https://1ou2cocktails.com/cocktails/le-fresca/               168.12
2485  cocktail_1145                                         Bellini aux framboises                                                   https://1ou2cocktails.com/cocktails/bellini-love/                 0.00
2489   cocktail_894                                                     Café Gibou                                                     https://1ou2cocktails.com/cocktails/cafe-gibou/               125.31
2494   cocktail_890                                          Bulles Orange et Chai                                               https://1ou2cocktails.com/cocktails/bulles-teinthees/                32.45
2500   cocktail_878                                                Sangria de Noël                                                https://1ou2cocktails.com/cocktails/sangria-de-noel/               142.56
2511   cocktail_707                                        Coupe glacée alcoolisée                                                  https://1ou2cocktails.com/cocktails/lauras-secret/                 9.36
2517   cocktail_657                                                 Bulles épicées                                                 https://1ou2cocktails.com/cocktails/poppin-clubbin/                 0.00
2521   cocktail_365                                              Bourbon d’Automne                                               https://1ou2cocktails.com/cocktails/bourbon-dautomne/               222.12
2528   cocktail_375                                     Mojito Cognac et Gingembre                                            https://1ou2cocktails.com/cocktails/mojito-with-a-twist/               194.74
2538    cocktail_85                                                       El Grito                                                       https://1ou2cocktails.com/cocktails/el-grito/               230.03
2546   cocktail_384                                                      Le Rapala                                                      https://1ou2cocktails.com/cocktails/le-rapala/               164.88
2551   cocktail_388                                                     Le Chambly                                                 https://1ou2cocktails.com/?post_type=cocktail&p=388                 0.00
2556   cocktail_395                                                    L'incognito                                                      https://1ou2cocktails.com/cocktails/incognito/               192.08
2564   cocktail_399                                                  Café des Bois                                                  https://1ou2cocktails.com/cocktails/cafe-des-bois/                 9.75
2570   cocktail_404                                                         Le Zen                                                         https://1ou2cocktails.com/cocktails/le-zen/               112.68
2575   cocktail_409                                         La Brochette Infernale                                         https://1ou2cocktails.com/cocktails/la-brochette-infernale/               115.68
2583   cocktail_414                                                  Sangria-Nanas                                                  https://1ou2cocktails.com/cocktails/sangria-nanas/               452.34
2593   cocktail_418                                              Le Prince-Édouard                                              https://1ou2cocktails.com/cocktails/le-prince-edouard/                74.48
2602  cocktail_1152                                    Sour gin gingembre et lilas                                       https://1ou2cocktails.com/cocktails/sour-gin-gingembre-lilas/               119.50
2610   cocktail_422                                                  Sangria Rosée                                                  https://1ou2cocktails.com/cocktails/sangria-rosee/                54.43
2619   cocktail_436                                                    Il Basilico                                                    https://1ou2cocktails.com/cocktails/il-basilico/               300.52
2627   cocktail_224                                                        Stinger                                                        https://1ou2cocktails.com/cocktails/stinger/               136.66
2630   cocktail_230                                                  Old Fashioned                                                  https://1ou2cocktails.com/cocktails/old-fashioned/               285.76
2636   cocktail_239                                                        Negroni                                                 https://1ou2cocktails.com/?post_type=cocktail&p=239                 0.00
2641   cocktail_717                                        Bulles Cognac et Citron                                              https://1ou2cocktails.com/cocktails/bulles-citronnees/                68.81
2648   cocktail_443                         Digestif Hivernal Tequila et Tia Maria                                              https://1ou2cocktails.com/cocktails/digestif-hivernal/               102.89
2654   cocktail_855                                                Punch des Fêtes                                                https://1ou2cocktails.com/cocktails/punch-des-fetes/               450.76
2664   cocktail_447                                      Cocktail de petits fruits                                      https://1ou2cocktails.com/cocktails/cocktail-de-petits-fruits/               195.89
2672   cocktail_981                                        Martini au Jus d’Huître                                         https://1ou2cocktails.com/cocktails/martini-au-jus-dhuitre/               274.42
2678   cocktail_216                                       Cocktail à la Poire IKEA                                                     https://1ou2cocktails.com/cocktails/drink-ikea/               143.09
2685    cocktail_77                               Rhum Chic Choc aux fruits rouges                                                 https://1ou2cocktails.com/cocktails/rhum-chic-choc/               310.24
2692   cocktail_825                                      Limonade Vodka et Basilic                                         https://1ou2cocktails.com/cocktails/limonade-vodka-basilic/               102.90
2699   cocktail_911                                               Gin pamplemousse                                               https://1ou2cocktails.com/cocktails/gin-pamplemousse/               225.36
2706   cocktail_454                                            Margarita à la mûre                                                 https://1ou2cocktails.com/cocktails/margarita-mure/               145.13
2715    cocktail_74                                     Limonade melon sans alcool                                           https://1ou2cocktails.com/cocktails/limonade-melon-funky/                15.65
2721   cocktail_463                                                  Rhum Tropical                                                  https://1ou2cocktails.com/cocktails/rhum-tropical/               104.60
2728   cocktail_469                                             Sangria à la pêche                                               https://1ou2cocktails.com/cocktails/sangria-la-peche/               270.81
2738    cocktail_67                                       Rhum mangue et gingembre                                          https://1ou2cocktails.com/cocktails/rhum-mangue-gingembre/                69.67
2744  cocktail_1156                                          Sour Cognac et Mangue                                             https://1ou2cocktails.com/cocktails/sour-cognac-mangue/               205.47
2753   cocktail_479                                         Tom Hendrick’s Collins                                          https://1ou2cocktails.com/cocktails/tom-hendricks-collins/               300.52
2760    cocktail_62                                        Collins Érable et Tonic                                        https://1ou2cocktails.com/cocktails/collins-erable-et-tonic/               233.18
2768   cocktail_485                                                  Vodka Campari                                                  https://1ou2cocktails.com/cocktails/vodka-campari/               150.12
2775   cocktail_163                                                 Gin Tonic ¾ oz                                                 https://1ou2cocktails.com/?post_type=cocktail&p=163                93.92
2779   cocktail_489                                           Cidre de glace Tonic                                                    https://1ou2cocktails.com/cocktails/cidre-tonic/                 0.00
2784   cocktail_495                                           Vin chaud aux épices                                           https://1ou2cocktails.com/cocktails/vin-chaud-aux-epices/               162.02
2794   cocktail_723                                         Bulle Rosée au Campari                                                  https://1ou2cocktails.com/cocktails/bulles-rosees/                 0.00
2799  cocktail_1486                                                      Gin Royal                                                      https://1ou2cocktails.com/cocktails/gin-royal/               242.73
2806   cocktail_501                                    Digestif Amaretto et Cognac                                                       https://1ou2cocktails.com/cocktails/amaleche/               231.84
2812   cocktail_160                                                   Cosmopolitan                                                 https://1ou2cocktails.com/?post_type=cocktail&p=160               121.00
2818   cocktail_151                                       Mimosa au cidre mousseux                                                https://1ou2cocktails.com/cocktails/mimosa-de-cidre/                 0.00
2823   cocktail_506                                   Punchkin Bière noire et Cava                                                       https://1ou2cocktails.com/cocktails/punchkin/               145.16
2832   cocktail_513                                      Martini aux petits fruits                                      https://1ou2cocktails.com/cocktails/martini-1-ou-2-fantaisies/               190.18
2841   cocktail_244                                                       Hot Shot                                              https://1ou2cocktails.com/cocktails/cocktailshot-shot/               140.92
2845   cocktail_517                                                Martini Vanille                                                https://1ou2cocktails.com/cocktails/martini-vanille/               246.61
2853   cocktail_522                                     Bloody Caesar à la téquila                                                 https://1ou2cocktails.com/cocktails/tequila-caesar/               249.11
2865   cocktail_528                                                  Gin du jardin                                                  https://1ou2cocktails.com/cocktails/gin-du-jardin/               239.22
2875   cocktail_531                                                     Café Dulce                                                     https://1ou2cocktails.com/cocktails/cafe-dulce/               216.70
2884   cocktail_537                             Sangria Blanche au Soho (au verre)                                        https://1ou2cocktails.com/cocktails/sangria-blanche-au-soho/               104.77
2894   cocktail_541                                                   Cosmo Blanco                                                   https://1ou2cocktails.com/cocktails/cosmo-blanco/               255.80
