objectID,post_title,url,quantity_kcal_total,quantity_proteine_total,quantity_eau_total,quantity_calcium_total,quantity_magnésium_total,quantity_manganèse_total,quantity_potassium_total,quantity_sodium_total,quantity_vitamine B6_total,quantity_vitamine C_total,quantity_vitamine D_total,quantity_vitamine E_total
cocktail_4202,Summer Manhattan Cirka,https://1ou2cocktails.com/cocktails/summer-manhattan-cirka/,146.57,0.01,46.4,1.04,0.99,0.0,7.08,2.7,0.0,0.0,0.0,0.0
cocktail_4203,Sirop de fraise,https://1ou2cocktails.com/cocktails/sirop-de-fraise/,585.03,1.07,306.17,40.12,24.15,0.45,271.03,7.19,0.07,91.85,0.0,0.51
cocktail_4187,Gin Tonic à la rhubarbe (Recette Secrète),https://1ou2cocktails.com/cocktails/gin-tonic-a-la-rhubarbe-recette-secrete/,144.86,0.02,25.18,0.21,0.64,0.0,6.38,2.11,0.0,0.0,0.0,0.0
cocktail_4150,Espresso Martini Menaud,https://1ou2cocktails.com/cocktails/espresso-martini-menaud/,73.48,0.01,98.55000000000001,4.09,7.51,0.06,113.46,4.32,0.51,0.0,0.0,0.0
cocktail_4159,Sirop de Café,https://1ou2cocktails.com/cocktails/sirop-de-cafe/,15.6,0.0,222.2,18.12,24.61,0.17,370.82,11.04,1.66,0.0,0.0,0.0
cocktail_4147,Sirop de lavande,https://1ou2cocktails.com/cocktails/sirop-de-lavande/,519.37,0.0,152.57,9.5,3.74,0.01,32.89,7.19,0.0,0.0,0.0,0.0
cocktail_4138,Collins du Fjord,https://1ou2cocktails.com/cocktails/collins-du-fjord/,197.64,0.09,58.69,2.1,3.06,0.26,30.9,3.2,0.02,2.98,0.0,0.0
cocktail_4062,Margarita à la noix de coco,https://1ou2cocktails.com/cocktails/margarita-a-la-noix-de-coco/,164.67,0.92,62.72,26.88,6.42,0.35,70.73,17.21,0.04,4.01,0.02,0.03
cocktail_4051,Sangria Blanche au Cassis (De Luxe),https://1ou2cocktails.com/cocktails/sangria-blanche-au-cassis-de-luxe/,114.8,0.61,147.71,26.56,12.76,0.37,145.69,14.54,0.03,3.01,0.01,0.01
cocktail_4045,Spritz Sans Alcool à la Fraise,https://1ou2cocktails.com/cocktails/spritz-sans-alcool-a-la-fraise/,197.23,0.15,38.54000000000001,2.29,4.59,0.27,45.5,5.220000000000001,0.02,2.98,0.0,0.0
cocktail_4006,Limonade Vodka Pomme et Hibiscus,https://1ou2cocktails.com/cocktails/limonade-vodka-pomme-et-hibiscus/,169.02,0.23,81.9,4.96,7.88,0.6900000000000001,78.91,4.34,0.05,7.93,0.0,0.01
cocktail_3988,Mimosa gin et kombucha,https://1ou2cocktails.com/cocktails/mimosa-gin-et-kombucha/,135.17,0.17,63.09,3.44,5.78,0.51,56.98,3.06,0.04,5.95,0.0,0.01
cocktail_3982,Slush Gin et Limoncello,https://1ou2cocktails.com/cocktails/slush-gin-et-limoncello/,267.17,0.16,66.02,2.72,5.14,0.35,50.75,5.4,0.03,3.97,0.0,0.01
cocktail_3961,Mocktail Licorne Rose,https://1ou2cocktails.com/cocktails/mocktail-licorne-rose/,80.28,0.06,79.02,3.04,2.84,0.2,28.91,3.23,0.01,1.98,0.0,0.0
cocktail_3913,Sangria au Vin Orange,https://1ou2cocktails.com/cocktails/sangria-au-vin-orange/,44.1,0.16,143.91,12.03,14.23,0.56,155.82,5.67,0.04,5.29,0.0,0.01
cocktail_3905,Sirop de Framboise,https://1ou2cocktails.com/cocktails/sirop-de-framboise/,519.37,0.0,152.57,9.5,3.74,0.01,32.89,7.19,0.0,0.0,0.0,0.0
cocktail_3901,Enzoni,https://1ou2cocktails.com/cocktails/enzoni/,215.5,0.12,51.18,2.38,3.91,0.27,39.41,4.7,0.02,2.98,0.0,0.0
cocktail_3868,Bee's Knees,https://1ou2cocktails.com/cocktails/bees-knees/,201.39,0.12,64.81,2.67,4.02,0.35,40.4,3.57,0.03,3.97,0.0,0.0
cocktail_3849,Sour Lime et Cannelle,https://1ou2cocktails.com/cocktails/sour-lime-et-cannelle/,201.39,0.12,64.8,2.66,4.03,0.34,40.39,3.57,0.02,3.96,0.0,0.0
cocktail_3843,Gin Tonic Marmelade,https://1ou2cocktails.com/cocktails/gin-tonic-marmelade/,165.26,0.12,59.68,2.29,3.86,0.34,37.99,2.6,0.03,3.97,0.0,0.01
cocktail_3193,Sirop de Cannelle,https://1ou2cocktails.com/cocktails/sirop-de-cannelle/,519.37,0.0,152.57,9.5,3.74,0.01,32.89,7.19,0.0,0.0,0.0,0.0
cocktail_3119,Saison des Sucres,https://1ou2cocktails.com/cocktails/saison-des-sucres/,208.68,0.16,47.31,3.29,5.4,0.36,54.36,5.99,0.03,3.97,0.0,0.01
cocktail_2782,Mocktail gingembre et litchi,https://1ou2cocktails.com/cocktails/mocktail-gingembre-et-litchi/,178.14,0.09,52.45,2.29,3.15,0.27,32.1,3.4,0.02,2.98,0.0,0.0
cocktail_2773,Sour bleuet et gin sans alcool,https://1ou2cocktails.com/cocktails/sour-bleuet-et-gin-sans-alcool/,166.83,0.29,86.47,6.29,9.9,0.8600000000000001,98.58,5.7,0.06999999999999999,9.92,0.0,0.01
cocktail_2764,Café Sambuca et Cremaglace,https://1ou2cocktails.com/cocktails/cafe-sambuca-et-cremaglace/,107.64,2.97,163.48,102.6,17.35,0.06999999999999999,259.69,42.18,0.66,0.8,0.18,0.09
cocktail_1559,Sbagliato,https://1ou2cocktails.com/cocktails/sbagliato/,185.98,0.08,41.53,2.65,3.68,0.02,30.63,8.370000000000001,0.0,0.0,0.0,0.0
cocktail_1555,Garibaldi,https://1ou2cocktails.com/cocktails/garibaldi/,259.45,0.98,242.88,21.88,35.1,2.73,337.09,21.26,0.22,31.76,0.0,0.04
cocktail_1551,Jamaican Santa Mule,https://1ou2cocktails.com/cocktails/jamaican-santa-mule/,240.2,0.18,90.7,3.43,5.79,0.53,58.68000000000001,3.07,0.04,5.95,0.0,0.01
cocktail_1546,Daiquiri de Noël,https://1ou2cocktails.com/cocktails/daiquiri-de-noel/,185.56,0.18,71.4,4.0,6.05,0.53,61.44,4.08,0.04,5.95,0.0,0.01
cocktail_1543,Sirop de Datte,https://1ou2cocktails.com/cocktails/sirop-de-datte/,1558.08,0.0,456.93,11.77,3.74,0.01,37.42,11.72,0.0,0.0,0.0,0.0
cocktail_1539,Americano,https://1ou2cocktails.com/cocktails/americano/,139.47,0.08,79.18,6.69,7.24,0.01,53.58,15.84,0.0,0.0,0.0,0.0
cocktail_4378,Tiki Punch de Noël,https://1ou2cocktails.com/cocktails/tiki-punch-de-noel/,73.65,0.3,66.3,6.11,9.82,0.8500000000000001,97.38,4.64,0.06999999999999999,9.92,0.0,0.02
cocktail_1535,Paloma,https://1ou2cocktails.com/cocktails/paloma/,341.1,0.18,109.69,3.62,5.88,0.51,58.19,4.949999999999999,0.04,5.95,0.0,0.01
cocktail_1528,Ginto au Limoncello,https://1ou2cocktails.com/cocktails/ginto-au-limoncello/,301.17,0.09999999999999999,78.75999999999999,2.05,3.41,0.26,33.95,4.32,0.02,2.98,0.0,0.0
cocktail_1524,Cosmopolitan,https://1ou2cocktails.com/cocktails/cosmopolitan/,294.28,0.17,93.85000000000001,3.07,5.46,0.4500000000000001,54.91999999999999,4.25,0.03,4.96,0.0,0.0
cocktail_1520,Clover Club,https://1ou2cocktails.com/cocktails/clover-club/,344.15,0.06,87.78,1.52,2.1,0.17,21.4,3.96,0.01,1.98,0.0,0.0
cocktail_1515,Rhum Old Fashioned,https://1ou2cocktails.com/cocktails/rhum-old-fashioned/,290.3,0.0,72.0,0.0,0.0,0.02,2.26,1.14,0.0,0.0,0.0,0.0
cocktail_1509,Martini au Litchi,https://1ou2cocktails.com/cocktails/martini-au-litchi/,335.9,0.14,114.46,3.47,5.28,0.36,50.46,5.77,0.03,3.97,0.0,0.01
cocktail_1479,London Mule IPA,https://1ou2cocktails.com/cocktails/london-mule-ipa/,197.64,0.09,58.69,2.1,3.06,0.26,30.9,3.2,0.02,2.98,0.0,0.0
cocktail_1492,Gin d'Automne,https://1ou2cocktails.com/cocktails/gin-dautomne-canneberge-et-cidre/,265.95,0.13,72.42,3.0,4.55,0.35,45.85,5.07,0.03,3.97,0.0,0.01
cocktail_1474,Cocktail KM12 et Lily,https://1ou2cocktails.com/cocktails/cocktail-km12-et-liqueur-lily/,215.72,0.09,61.26000000000001,2.29,3.15,0.27,32.1,3.68,0.02,2.98,0.0,0.0
cocktail_1500,Espresso Martini,https://1ou2cocktails.com/cocktails/espresso-martini/,104.36,0.01,57.8,30.96,7.91,0.76,94.51,2.86,0.16,0.0,0.0,0.0
cocktail_1466,Arnold Palmer,https://1ou2cocktails.com/cocktails/arnold-palmer/,25.59,0.06,43.09,1.4,2.59,0.22,27.42,1.69,0.01,1.98,0.0,0.0
cocktail_1460,Mocktail Matcha & Yuzu,https://1ou2cocktails.com/cocktails/mocktail-matcha-et-yuzu/,47.41,0.09,65.91,2.19,3.91,0.34,41.73999999999999,2.77,0.02,2.98,0.0,0.0
cocktail_1456,Gin Basil Smash,https://1ou2cocktails.com/cocktails/gin-basil-smash/,197.64,0.09,58.69,2.1,3.06,0.26,30.9,3.2,0.02,2.98,0.0,0.0
cocktail_1442,Planter's Punch,https://1ou2cocktails.com/cocktails/planters-punch/,196.28,0.13,78.66,3.74,4.41,0.35,42.25000000000001,3.7,0.03,4.15,0.0,0.01
cocktail_1436,Martini Gin & Fraises,https://1ou2cocktails.com/cocktails/martini-gin-et-fraises/,258.44,0.12,79.84,2.48,3.94,0.35,39.2,3.66,0.03,3.97,0.0,0.0
cocktail_1435,Hurricane,https://1ou2cocktails.com/cocktails/hurricane/,392.58,0.23,131.18,5.35,8.05,0.7100000000000001,83.05,6.01,0.05,7.93,0.0,0.01
cocktail_1418,Blue Hawaïïan,https://1ou2cocktails.com/cocktails/blue-hawaiian/,327.84,1.26,122.66,36.75,10.01,0.63,110.42,23.32,0.07,7.0,0.03,0.04
cocktail_1414,Sangria à la fraise,https://1ou2cocktails.com/cocktails/sangria-a-la-fraise/,132.9,0.23,170.46,13.31,16.25,0.79,175.39,7.43,0.06,7.94,0.0,0.01
cocktail_1400,Paloma Lavande et Sureau,https://1ou2cocktails.com/cocktails/paloma-lavande-et-sureau/,178.8,0.23,80.45,4.96,7.88,0.68,78.38,4.76,0.05,7.93,0.0,0.01
cocktail_1408,Margarita Melon,https://1ou2cocktails.com/cocktails/margarita-melon/,294.38,0.15,74.9,2.95,4.88,0.35,48.91,5.62,0.03,3.97,0.0,0.01
cocktail_1396,Zombie,https://1ou2cocktails.com/cocktails/zombie/,301.91,0.25,123.7,6.22,8.36,0.7100000000000001,82.01,5.94,0.06,8.120000000000001,0.0,0.02
cocktail_1391,Sirop de Miel,https://1ou2cocktails.com/cocktails/sirop-de-miel/,259.69,1.27,116.01,18.56,9.66,0.36,160.57,10.45,0.21,1.81,0.0,0.0
cocktail_1381,Margarita Mexicano-Québécoise,https://1ou2cocktails.com/cocktails/margarita-mexicano-quebecoise/,183.34,0.14,83.6,4.57,5.93,0.34,52.81,7.33,0.03,3.97,0.0,0.01
cocktail_1377,Piña Colada,https://1ou2cocktails.com/cocktails/pina-colada/,197.64,0.41,121.63,8.01,13.5,1.2,134.09,5.73,0.09999999999999999,13.89,0.0,0.02
cocktail_1430,Jungle Bird,https://1ou2cocktails.com/cocktails/jungle-bird/,244.7,0.25,88.62,5.17,8.52,0.6900000000000001,85.60999999999999,5.88,0.05,7.93,0.0,0.01
cocktail_1370,Café Coldbrew au Sucre à la Crème,https://1ou2cocktails.com/cocktails/cafe-coldbrew-au-sucre-a-la-creme/,100.26,4.44,162.69,150.85,19.51,0.06,283.21,60.94,0.47,1.2,0.27,0.13
cocktail_1356,Agua Fresca Hibiscus et Orange,https://1ou2cocktails.com/cocktails/agua-fresca-hibiscus-et-orange/,7.5,0.06,12.23,1.15,1.93,0.17,18.99,0.74,0.01,1.98,0.0,0.0
cocktail_1320,Michelada à la mangue épicée,https://1ou2cocktails.com/cocktails/michelada-a-la-mangue-epicee/,7.5,0.06,12.23,1.14,1.93,0.17,18.99,0.74,0.01,1.98,0.0,0.0
cocktail_1311,Green Goddess,https://1ou2cocktails.com/cocktails/green-goddess/,215.95,0.46,136.94,9.25,15.42,1.36,152.15,6.94,0.11,15.88,0.0,0.02
cocktail_1304,Spritz Framboise Passion,https://1ou2cocktails.com/cocktails/spritz-framboise-passion/,213.15,0.04,29.07,0.81,1.45,0.01,15.17,4.32,0.0,0.0,0.0,0.0
cocktail_1298,French 75,https://1ou2cocktails.com/cocktails/french-75/,118.76,0.06,34.97,1.52,2.1,0.17,21.4,2.27,0.01,1.98,0.0,0.0
cocktail_1292,Madeleine aux fraises,https://1ou2cocktails.com/cocktails/madeleine-aux-fraises/,190.89,0.88,70.18,26.95,5.28,0.28,61.02,17.12,0.03,3.02,0.02,0.02
cocktail_1207,Romeo's X Pamplemousse et Hibiscus,https://1ou2cocktails.com/cocktails/romeos-x-pamplemousse-et-hibiscus/,189.38,0.17,70.78999999999999,4.01,6.04,0.52,60.59,4.5,0.04,5.95,0.0,0.01
cocktail_1116,Mommy's Screwdriver,https://1ou2cocktails.com/cocktails/mommys-screwdriver/,218.33,0.35,115.67,7.25,11.74,1.03,117.09,5.95,0.09,11.91,0.0,0.02
cocktail_1104,Blood Orange Mary,https://1ou2cocktails.com/cocktails/blood-orange-mary-mocktail/,69.88,0.27,60.18,5.53,8.85,0.77,87.88,4.28,0.06,8.93,0.0,0.01
cocktail_1096,Old Fashioned Fumé à l'Érable,https://1ou2cocktails.com/cocktails/old-fashioned-fume-au-rhum-et-a-lerable/,145.15,0.0,36.0,0.0,0.0,0.01,1.13,0.57,0.0,0.0,0.0,0.0
cocktail_1107,Sex On The Beach,https://1ou2cocktails.com/cocktails/sex-on-the-beach/,305.92,0.44,135.38,8.370000000000001,14.57,1.21,144.29,8.280000000000001,0.1,13.89,0.0,0.03
cocktail_1099,Blue Lagoon,https://1ou2cocktails.com/cocktails/blue-lagoon/,324.02,0.15,81.0,3.34,5.05,0.3700000000000001,51.67,6.3,0.03,3.97,0.0,0.01
cocktail_1091,Miami Vice,https://1ou2cocktails.com/cocktails/miami-vice/,264.98,2.45,151.02,72.07000000000001,17.24,1.06,191.08,42.7,0.12,12.02,0.06,0.08
cocktail_1214,Purple Rain,https://1ou2cocktails.com/cocktails/purple-rain/,207.55,0.14,58.3,3.06,4.76,0.36,48.32,4.74,0.02,3.96,0.0,0.0
cocktail_1218,Long Island Iced Tea,https://1ou2cocktails.com/cocktails/long-island-iced-tea/,212.55,1.66,74.12,3.65,6.02,0.34,68.2,27.55,0.02,3.96,0.0,0.0
cocktail_1223,Paloma rhum agricole et cannelle,https://1ou2cocktails.com/cocktails/paloma-rhum-agricole-et-cannelle/,174.97,0.23,81.06,4.96,7.88,0.6900000000000001,79.24,4.34,0.06,7.94,0.0,0.01
cocktail_1345,Unicorn Collins,https://1ou2cocktails.com/cocktails/unicorn-collins/,160.06,0.09,49.88,2.1,3.06,0.26,30.9,2.92,0.02,2.98,0.0,0.0
cocktail_1087,Vin blanc chaud pomme et cannelle,https://1ou2cocktails.com/cocktails/vin-blanc-chaud-pomme-et-cannelle/,0.0,0.0,161.79,13.08,13.45,0.17,155.34,4.61,0.0,0.0,0.0,0.0
cocktail_1083,Cocktail à la crème écossaise et au yogourt à la noix de coco,https://1ou2cocktails.com/cocktails/cocktail-a-la-creme-ecossaise-et-au-yogourt-a-la-noix-de-coco/,97.46,1.22,66.3,36.04,8.620000000000001,0.52,94.97,21.34,0.06,6.01,0.03,0.04
cocktail_1078,Apéritif italien Café et Canneberge,https://1ou2cocktails.com/cocktails/aperitif-italien-cafe-et-kombucha-canneberge/,71.19,0.03,44.37,2.69,4.09,0.01,48.47,5.3,0.16,0.0,0.0,0.0
cocktail_1242,"Cocktail à la tequila, aux agrumes et au prosecco",https://1ou2cocktails.com/cocktails/cocktail-a-la-tequila-aux-agrumes-et-au-prosecco/,114.81,1.99,72.09,5.5,9.45,0.37,130.55,27.05,0.04,5.84,0.0,0.37
cocktail_1075,Sour vodka et framboise,https://1ou2cocktails.com/cocktails/sour-vodka-framboise/,249.34,0.2,79.82000000000001,4.21,6.69,0.53,67.5,5.62,0.04,5.95,0.0,0.01
cocktail_1070,Casse-Grippe au Gin,https://1ou2cocktails.com/cocktails/casse-grippe-au-gin/,225.36,0.0,52.8,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
cocktail_1246,Tisane Gin & Camomille,https://1ou2cocktails.com/cocktails/tisane-gin-camomille-pour-les-maux-de-gorge/,75.13,0.0,17.61,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
cocktail_1111,Ponce de gin,https://1ou2cocktails.com/cocktails/ponce-de-gin/,127.68,0.12,50.87,2.29,3.86,0.34,37.99,2.32,0.03,3.97,0.0,0.01
cocktail_3241,Spritz au Pineau des Charentes,https://1ou2cocktails.com/cocktails/spritz-au-pineau-des-charentes/,194.76,0.0,106.85,4.45,4.14,0.05,48.65,2.27,0.0,0.0,0.0,0.0
cocktail_3220,Pineau Tonic,https://1ou2cocktails.com/cocktails/pineau-tonic/,97.37,0.0,28.53,0.21,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0
cocktail_3237,Negroni au Pineau des Charentes,https://1ou2cocktails.com/cocktails/negroni-au-pineau-des-charentes/,209.78,0.02,44.2,0.35,0.64,0.0,6.66,2.39,0.0,0.0,0.0,0.0
cocktail_1255,Bee's Knees 3 Lacs,https://1ou2cocktails.com/cocktails/bees-knees-3-lacs/,163.81,0.12,55.99,2.66,4.03,0.34,40.39,3.29,0.02,3.96,0.0,0.0
cocktail_3231,Sour à la cerise,https://1ou2cocktails.com/cocktails/sour-a-la-cerise/,161.06,0.12,67.27,2.61,3.86,0.34,38.63,2.11,0.03,3.97,0.0,0.01
cocktail_1045,High & Honey,https://1ou2cocktails.com/cocktails/high-honey/,222.84,0.13,64.38,3.0,4.55,0.35,46.28,3.94,0.03,3.97,0.0,0.01
cocktail_1039,Gingerbread Cocktail,https://1ou2cocktails.com/cocktails/gingerbread-cocktail/,178.81,0.24,80.47,4.96,7.89,0.68,78.39,4.75,0.06,7.94,0.0,0.02
cocktail_1200,Sbagliato Bitter Sweet,https://1ou2cocktails.com/cocktails/sbagliato-bitter-sweet/,92.99,0.05,106.11,8.41,9.04,0.09,93.82,8.440000000000001,0.0,0.0,0.0,0.0
cocktail_1033,Whisky Cherry,https://1ou2cocktails.com/cocktails/whisky-cherry/,165.78,0.18,69.0,3.82,5.95,0.52,59.81999999999999,3.18,0.04,5.96,0.0,0.0
cocktail_1260,Manhattan,https://1ou2cocktails.com/cocktails/manhatthan/,142.88,0.02,57.58,2.09,1.98,0.0,14.18,4.25,0.0,0.0,0.0,0.0
cocktail_1029,Martini,https://1ou2cocktails.com/cocktails/martini/,150.26,0.01,45.88,1.04,0.99,0.0,6.8,3.26,0.0,0.0,0.0,0.0
cocktail_1264,Thé glacé à la pêche,https://1ou2cocktails.com/cocktails/the-glace-a-la-peche/,214.41,0.0,224.1,0.34,3.4,0.32,44.24,2.81,0.0,0.0,0.0,0.0
cocktail_1024,Gin Melon et Poivre Rose,https://1ou2cocktails.com/cocktails/gin-melon-poivre-rose/,272.74,0.09,76.28,2.1,3.06,0.26,30.9,3.77,0.02,2.98,0.0,0.0
cocktail_1269,Aviation,https://1ou2cocktails.com/cocktails/aviation/,176.02,0.33,48.87,9.430000000000001,3.07,0.17,32.73999999999999,7.33,0.01,1.99,0.01,0.01
cocktail_1275,Whisky Sour,https://1ou2cocktails.com/cocktails/whisky-sour/,212.09,0.12,68.39999999999999,2.86,4.12,0.35,42.17,2.91,0.03,3.97,0.0,0.01
cocktail_1279,Moscow Mule à la Grenade,https://1ou2cocktails.com/cocktails/moscow-mule-a-la-grenade/,320.7,0.23,120.78,4.58,7.71,0.6900000000000001,76.5,4.8,0.05,7.93,0.0,0.01
cocktail_1018,Vodka Cantaloup & Prosecco,https://1ou2cocktails.com/cocktails/vodka-cantaloup-prosecco/,172.11,0.12,60.02,2.86,4.12,0.36,42.13,3.34,0.03,3.97,0.0,0.01
cocktail_1013,Tropikante rhum & melon d'eau,https://1ou2cocktails.com/cocktails/tropikante-rhum-melon-deau/,174.97,0.23,81.05,4.96,7.88,0.6900000000000001,79.22999999999999,4.34,0.05,7.93,0.0,0.01
cocktail_1443,Mai Tai,https://1ou2cocktails.com/cocktails/mai-tai/,239.01,0.09999999999999999,64.52,2.24,3.49,0.27,36.28,3.67,0.02,2.98,0.0,0.0
cocktail_1284,Pisco Sour,https://1ou2cocktails.com/cocktails/pisco-sour/,199.05,0.12,70.22,3.14,4.12,0.35,42.17,3.48,0.03,3.97,0.0,0.01
cocktail_1288,Tom Collins,https://1ou2cocktails.com/cocktails/tom-collins/,289.9,0.09,87.93,2.38,3.06,0.26,31.47,3.49,0.02,2.98,0.0,0.0
cocktail_1009,Moscow Mule,https://1ou2cocktails.com/cocktails/moscow-mule/,335.78,0.06,92.9,1.14,1.93,0.18,19.52,2.87,0.01,1.98,0.0,0.0
cocktail_1002,Café amande et liqueur d'herbe,https://1ou2cocktails.com/cocktails/cafe-amande-et-liqueur-dherbe/,153.05,0.03,100.97,4.510000000000001,8.93,0.08,139.7,5.8,0.62,0.0,0.0,0.0
cocktail_986,Reverse Martinez,https://1ou2cocktails.com/cocktails/reverse-martinez/,56.34,0.02,45.22,3.13,2.98,0.0,20.41,6.81,0.0,0.0,0.0,0.0
cocktail_995,Rose Garden,https://1ou2cocktails.com/cocktails/rose-garden/,69.21000000000001,0.14,64.19,5.99,7.1,0.35,62.01,9.29,0.03,3.97,0.0,0.01
cocktail_1194,Sbagliato Espresso,https://1ou2cocktails.com/cocktails/sbagliato-espresso/,71.19,0.03,44.37,2.69,4.09,0.01,48.47,5.3,0.16,0.0,0.0,0.0
cocktail_974,Chai Whisky Masala,https://1ou2cocktails.com/cocktails/chai-whisky-masala/,158.28,1.23,56.76000000000001,2.66,4.03,0.34,40.81999999999999,397.88,0.02,3.96,0.0,0.0
cocktail_970,Gin-Tonic et Pamplemousse,https://1ou2cocktails.com/cocktails/gin-tonic-pamplemousse/,123.93,0.09,44.75,1.72,2.89,0.26,28.49,1.96,0.02,2.98,0.0,0.0
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,228.37,0.13,63.61,3.0,4.55,0.35,45.85,4.79,0.03,3.97,0.0,0.01
cocktail_967,Rhubarbe Spritz,https://1ou2cocktails.com/cocktails/rhubarbe-spritz/,177.02,0.04,23.94,0.43,1.28,0.01,12.76,3.36,0.0,0.0,0.0,0.0
cocktail_965,Margarita,https://1ou2cocktails.com/cocktails/margarita-classique/,258.25,0.15,69.77,2.57,4.71,0.35,46.5,4.66,0.03,3.97,0.0,0.01
cocktail_939,Daiquiri,https://1ou2cocktails.com/cocktails/daiquiri-classique/,214.36,0.12,68.17,2.86,4.12,0.36,42.73,3.48,0.03,3.97,0.0,0.01
cocktail_966,Negroni,https://1ou2cocktails.com/cocktails/negroni-classique/,182.41,0.03,49.98,1.78,2.13,0.0,16.58,5.58,0.0,0.0,0.0,0.0
cocktail_938,Aperol Spritz,https://1ou2cocktails.com/cocktails/aperol-spritz-classique/,250.9,0.06,113.88,6.75,7.91,0.09,88.99000000000001,6.52,0.0,0.0,0.0,0.0
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,234.69,0.76,196.17,14.88,25.06,2.22,247.63,10.16,0.18,25.79,0.0,0.03
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,234.69,0.76,196.17,14.88,25.06,2.22,247.63,10.16,0.18,25.79,0.0,0.03
cocktail_935,Caipirinha,https://1ou2cocktails.com/cocktails/caipirinha-classique/,181.28,0.0,41.13,0.38,0.17,0.01,3.54,1.53,0.0,0.0,0.0,0.0
cocktail_940,Mojito,https://1ou2cocktails.com/cocktails/mojito-classique/,307.9,0.12,97.22,3.14,4.12,0.36,43.02,3.91,0.03,3.97,0.0,0.01
cocktail_927,Low-Coco,https://1ou2cocktails.com/cocktails/low-coco/,334.23,0.05,88.22,2.43,2.77,0.01,23.81,7.12,0.0,0.0,0.0,0.0
cocktail_925,G&P,https://1ou2cocktails.com/cocktails/gp-gin-prosecco/,75.13,0.0,92.28,6.04,6.21,0.08,71.7,2.7,0.0,0.0,0.0,0.0
cocktail_923,Bramble à l'érable,https://1ou2cocktails.com/cocktails/bramble-a-lerable/,118.4,0.09,45.52,1.72,2.89,0.26,28.92,1.11,0.02,2.98,0.0,0.0
cocktail_1352,Sirop d'Orgeat,https://1ou2cocktails.com/cocktails/sirop-orgeat/,123.49,7.67,207.89,273.76,30.5,0.02,407.17,88.0,0.08,2.97,0.61,0.25
cocktail_851,McIntosh Spritzer,https://1ou2cocktails.com/cocktails/mcintosh-spritzer/,3.75,0.11,55.58,4.0,4.16,0.13,58.91,1.08,0.02,2.12,0.0,0.01
cocktail_847,Punchat,https://1ou2cocktails.com/cocktails/punchat-punch-tequila-campari/,752.63,0.27,208.46,6.96,9.25,0.7100000000000001,95.26,11.66,0.06,7.94,0.0,0.02
cocktail_834,Margarita Melon Jalapeno,https://1ou2cocktails.com/cocktails/margarita-melon-jalapeno/,258.25,0.15,69.77,2.57,4.71,0.35,46.5,4.66,0.03,3.97,0.0,0.01
cocktail_841,Oka Sour,https://1ou2cocktails.com/cocktails/oka-sour/,240.38,0.2,108.05,3.47,5.029999999999999,0.41,55.18000000000001,4.22,0.04,4.08,0.0,0.01
cocktail_839,Fire Negroni,https://1ou2cocktails.com/cocktails/fire-negroni/,165.57,0.05,49.44,2.37,2.83,0.02,22.69,6.59,0.0,0.0,0.0,0.0
cocktail_831,Sangria rouge au Rise kombucha,https://1ou2cocktails.com/cocktails/sangria-rouge-kombucha/,474.07,0.03,577.01,37.27,29.34,0.5,321.91,19.41,0.0,0.0,0.0,0.0
cocktail_821,Sangria blanche à la bière de gingembre,https://1ou2cocktails.com/cocktails/sangria-blanche-a-biere-gingembre/,780.98,1.39,832.67,59.69,79.38,4.49,838.23,33.57,0.34,47.63,0.0,0.07
cocktail_815,Kentucky Spritz,https://1ou2cocktails.com/cocktails/kentucky-spritz/,176.38,0.12,59.34,2.86,4.12,0.35,42.03,2.91,0.03,3.97,0.0,0.01
cocktail_805,Pina Colada POP,https://1ou2cocktails.com/cocktails/pina-colada-pop/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_1162,Terrazza Tonic,https://1ou2cocktails.com/cocktails/terrazza-tonic/,139.46,0.04,15.14,0.42,1.28,0.0,12.76,3.08,0.0,0.0,0.0,0.0
cocktail_799,L'Abricotier,https://1ou2cocktails.com/cocktails/labricotier/,156.34,0.18,91.91,8.049999999999999,5.09,0.18,86.03999999999999,3.5,0.02,11.96,0.0,0.18
cocktail_1062,Kampaï!,https://1ou2cocktails.com/cocktails/kampai/,178.17,0.09,94.88,2.38,4.0,0.35,42.94,4.1,0.02,2.98,0.0,0.0
cocktail_794,Aperol Pamplemousse,https://1ou2cocktails.com/cocktails/aperol-pamplemousse/,172.55,0.16,42.17,2.9,5.23,0.35,51.95,5.04,0.02,3.96,0.0,0.0
cocktail_782,Royal Flip,https://1ou2cocktails.com/cocktails/royal-flip/,189.76,0.01,37.34,0.52,0.6,0.0,7.09,1.99,0.0,0.0,0.0,0.0
cocktail_1178,Purple Head,https://1ou2cocktails.com/cocktails/4246/,198.69,0.13,66.65,2.43,4.29,0.35,42.95,3.07,0.03,3.97,0.0,0.01
