objectID,post_title,url,quantity_kcal_total,quantity_proteine_total,quantity_eau_total,quantity_calcium_total,quantity_magnésium_total,quantity_manganèse_total,quantity_potassium_total,quantity_sodium_total,quantity_vitamine B6_total,quantity_vitamine C_total,quantity_vitamine D_total,quantity_vitamine E_total
cocktail_768,Mornin' Sunshine,https://1ou2cocktails.com/cocktails/mornin-sunshine/,212.08,0.14,66.6,3.18,5.31,0.36,58.13,4.52,0.08,3.97,0.0,0.0
cocktail_918,Pink Nashi,https://1ou2cocktails.com/cocktails/pink-nashi/,160.06,0.09999999999999999,60.55,3.14,4.050000000000001,0.26,37.7,5.05,0.02,2.98,0.0,0.0
cocktail_763,Poiré Amore,https://1ou2cocktails.com/cocktails/poire-amore/,187.1,0.24,95.15,6.19,8.96,0.7000000000000001,86.92,6.95,0.06,7.94,0.0,0.01
cocktail_754,Bellini à la Pêche,https://1ou2cocktails.com/cocktails/milord-bellini/,56.34,0.61,138.11,10.19,12.56,0.12,193.6,2.56,0.02,3.74,0.0,0.72
cocktail_1053,Sequito,https://1ou2cocktails.com/cocktails/sequito/,227.04,0.19,80.35,3.88,6.17,0.52,62.65,4.25,0.04,5.95,0.0,0.01
cocktail_747,La Equidad,https://1ou2cocktails.com/cocktails/la-equidad/,153.62,0.06,111.87,5.78,7.369999999999999,0.24,89.17999999999999,3.11,0.11,1.98,0.0,0.0
cocktail_869,Early Grail,https://1ou2cocktails.com/cocktails/early-grail/,69.77000000000001,0.02,138.83,6.36,7.98,0.19,92.54,4.609999999999999,0.0,0.0,0.0,0.0
cocktail_882,Noir Eggnog,https://1ou2cocktails.com/cocktails/noir-eggnog/,265.67,2.96,111.38,100.64,12.7,0.11,167.84,35.62,0.04,2.1,0.23,0.09
cocktail_1126,Sour Calvados et Menthe,https://1ou2cocktails.com/cocktails/sour-calvados-menthe/,186.27,0.19,70.65,4.13,6.39,0.51,63.99,4.55,0.04,5.95,0.0,0.01
cocktail_673,La Petite Laine,https://1ou2cocktails.com/cocktails/la-petite-laine/,139.95,0.12,37.49,2.0,3.74,0.27,37.14,3.17,0.02,2.98,0.0,0.0
cocktail_3259,Sirop à la citrouille épicée,https://1ou2cocktails.com/cocktails/sirop-a-la-citrouille-epicee/,3565.25,0.45,770.97,25.82,21.09,0.13,206.39,51.8,0.0,0.0,0.0,0.0
cocktail_1447,Pumpkin Spice Cocktail,https://1ou2cocktails.com/cocktails/pumpkin-spice-cocktail/,209.07,0.79,48.99,25.6,2.64,0.03,36.29,17.29,0.01,0.04,0.02,0.02
cocktail_1183,Le Carrie,https://1ou2cocktails.com/cocktails/le-carrie/,205.59,0.06999999999999999,57.43,1.61,2.45,0.18,25.08,2.81,0.01,1.98,0.0,0.0
cocktail_670,Amaretto Sour II,https://1ou2cocktails.com/cocktails/amaretto-sour-ii/,225.91,0.16,57.73,2.72,5.14,0.35,51.03,4.55,0.03,3.97,0.0,0.01
cocktail_735,L'Équinoxe,https://1ou2cocktails.com/cocktails/lequinoxe/,192.2,0.02,36.43,0.65,0.95,0.0,10.06,2.89,0.0,0.0,0.0,0.0
cocktail_664,Frosé,https://1ou2cocktails.com/cocktails/frose/,165.28,0.03,182.14,14.13,14.64,0.19,168.67,8.59,0.0,0.0,0.0,0.0
cocktail_651,Doux Réveil,https://1ou2cocktails.com/cocktails/doux-reveil/,96.67,1.93,46.2,26.08,2.88,0.02,44.98999999999999,410.1,0.01,2.53,0.02,0.06
cocktail_741,Matcha Amande,https://1ou2cocktails.com/cocktails/matcha-amande/,123.37,3.85,108.95,132.89,14.02,0.0,194.62,43.04,0.04,1.49,0.31,0.12
cocktail_645,Le Mama Rula,https://1ou2cocktails.com/cocktails/le-mama-rula/,164.75,0.88,61.73,26.55,5.19,0.27,59.73999999999999,16.21,0.03,3.02,0.02,0.02
cocktail_639,Le St-Germain Cocktail,https://1ou2cocktails.com/cocktails/st-germain-cocktail/,269.31,0.04,102.97,4.74,5.42,0.06,61.13,5.07,0.0,0.0,0.0,0.0
cocktail_618,Le Yang,https://1ou2cocktails.com/cocktails/le-yang/,163.84,0.12,98.42999999999999,2.76,4.88,0.42,51.24000000000001,3.98,0.03,3.97,0.0,0.01
cocktail_623,Montreal Cocktail,https://1ou2cocktails.com/cocktails/montreal-cocktail/,332.55,0.06,55.91,0.56,1.7,0.02,17.3,4.69,0.0,0.0,0.0,0.0
cocktail_610,Del Café,https://1ou2cocktails.com/cocktails/del-cafe/,97.27,0.09999999999999999,77.04,4.37,8.06,0.29,109.56,4.44,0.39,2.98,0.0,0.0
cocktail_579,Ramos in Time,https://1ou2cocktails.com/cocktails/ramos-in-time/,299.59,0.92,100.03,27.08,6.42,0.35,71.14999999999999,17.93,0.03,4.0,0.02,0.02
cocktail_593,Peach Spritz,https://1ou2cocktails.com/cocktails/peach-spritz/,18.7,0.98,110.29,24.44,11.35,0.1,170.15,11.19,0.02,2.84,0.01,0.55
cocktail_605,Gatsby Sour,https://1ou2cocktails.com/cocktails/gatsby-sour/,154.03,0.12,57.45,2.67,4.03,0.35,40.93000000000001,2.86,0.03,3.97,0.0,0.01
cocktail_599,Pink Paloma,https://1ou2cocktails.com/cocktails/pink-paloma/,90.13,0.12,42.08,2.29,3.86,0.34,37.99,2.04,0.03,3.97,0.0,0.01
cocktail_570,Salty Saver,https://1ou2cocktails.com/cocktails/salty-saver/,312.02,0.2,57.32,3.34,6.51,0.36,64.72,8.11,0.03,3.97,0.0,0.01
cocktail_1192,Jasmine Fizz,https://1ou2cocktails.com/cocktails/jasmine-fizz/,0.05,0.0,159.55,6.21,7.91,0.24,93.39,3.53,0.0,0.0,0.0,0.0
cocktail_678,Café Crème,https://1ou2cocktails.com/cocktails/cafe-creme/,39.54000000000001,0.0,53.65,2.51,4.74,0.03,76.82000000000001,2.3,0.37,0.0,0.0,0.0
cocktail_547,Mango-Colada,https://1ou2cocktails.com/cocktails/mango-colada/,187.48,1.75,94.91,52.33,10.04,0.54,114.81,30.92,0.06999999999999999,6.04,0.04,0.05
cocktail_1188,Coco-Choco,https://1ou2cocktails.com/cocktails/coco-choco/,179.86,7.67,220.76,265.36,26.76,0.02,377.06,83.29,0.08,2.97,0.61,0.25
cocktail_775,Val-en-thym,https://1ou2cocktails.com/cocktails/val-en-thym/,168.99,0.09999999999999999,46.13,2.24,3.49,0.26,35.15,3.67,0.02,2.98,0.0,0.0
cocktail_1131,French 75 au Cognac,https://1ou2cocktails.com/cocktails/french-75-au-cognac/,183.1,0.1,32.5,1.95,3.38,0.18,34.16,4.78,0.01,1.98,0.0,0.0
cocktail_251,Boulevardier,https://1ou2cocktails.com/cocktails/boulevardier/,307.29,0.05,85.78,2.37,2.83,0.01,22.98,6.31,0.0,0.0,0.0,0.0
cocktail_688,Bulles de Sureau,https://1ou2cocktails.com/cocktails/bulles-de-sureau/,77.23,0.08,19.8,1.35,2.57,0.17,25.37,2.28,0.01,1.98,0.0,0.0
cocktail_1136,Martini Canneberge et Romarin,https://1ou2cocktails.com/cocktails/oh-canada/,180.85,0.06999999999999999,65.17,2.56,3.09,0.19,28.9,4.39,0.01,1.98,0.0,0.0
cocktail_695,L'Oranger,https://1ou2cocktails.com/cocktails/le-chateau/,211.74,0.13,64.72999999999999,2.43,4.29,0.34,42.24,3.64,0.03,3.97,0.0,0.01
cocktail_702,Le Décembre,https://1ou2cocktails.com/cocktails/le-decembre/,29.99,0.29,128.37,11.09,10.37,0.7000000000000001,160.77,6.51,0.06,16.7,0.0,0.01
cocktail_170,Martini à la Poire,https://1ou2cocktails.com/cocktails/martini-la-poire/,321.8,0.18,133.86,6.989999999999999,5.31,0.29,80.78999999999999,3.92,0.03,10.46,0.0,0.13
cocktail_261,Le Tchaga,https://1ou2cocktails.com/cocktails/le-tchaga/,343.3,0.01,75.98,0.14,0.43,0.0,4.53,2.73,0.0,0.0,0.0,0.0
cocktail_186,Le Barbelé,https://1ou2cocktails.com/cocktails/le-barbele/,161.6,0.03,28.66,0.28,0.85,0.02,8.86,2.34,0.0,0.0,0.0,0.0
cocktail_136,Suffering Bastard,https://1ou2cocktails.com/cocktails/whisky-co/,269.14,0.12,83.45,2.67,4.03,0.34,40.96000000000001,3.0,0.03,3.97,0.0,0.01
cocktail_140,Ginger Crush,https://1ou2cocktails.com/cocktails/ginger-crush/,156.23,0.09,50.48,2.1,3.06,0.27,31.75,2.5,0.02,2.98,0.0,0.0
cocktail_205,Bourbonade à la menthe,https://1ou2cocktails.com/cocktails/bourbonade-menthole/,321.89,0.0,77.58999999999999,0.38,0.17,0.0,3.55,0.96,0.0,0.0,0.0,0.0
cocktail_555,Maple Capp,https://1ou2cocktails.com/cocktails/maple-capp/,45.22,1.05,131.72,37.48,13.27,0.09,208.09,21.91,0.85,0.06,0.03,0.03
cocktail_269,Sangria Classique,https://1ou2cocktails.com/cocktails/sangria-classique/,169.59,0.25,315.1,27.7,29.65,0.9,356.55,11.61,0.06999999999999999,33.46,0.0,0.01
cocktail_144,Tiki-Mojito,https://1ou2cocktails.com/cocktails/le-tiki-mojito/,138.18,0.2,47.92,5.54,5.03,0.32,59.46,3.12,0.03,11.61,0.0,0.06
cocktail_131,Cherry Float,https://1ou2cocktails.com/cocktails/cherry-float/,75.19,0.03,24.24,0.57,0.96,0.09,9.78,0.37,0.01,0.99,0.0,0.0
cocktail_1167,Sangria à la bière,https://1ou2cocktails.com/cocktails/sangria-a-la-biere/,187.48,0.19,74.36,3.72,6.22,0.51,61.72,3.52,0.04,5.95,0.0,0.01
cocktail_111,Sour Żubrówka et lavande,https://1ou2cocktails.com/cocktails/le-zubrowka/,275.01,0.12,87.87,2.86,4.12,0.3700000000000001,42.66,3.77,0.03,3.97,0.0,0.01
cocktail_122,Le David,https://1ou2cocktails.com/?post_type=cocktail&p=122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_279,Mimosa à la mangue,https://1ou2cocktails.com/cocktails/mangue-mosa/,76.47,0.24,53.97,4.72,8.14,0.68,80.23,3.98,0.06,7.94,0.0,0.01
cocktail_290,Rhum Marin,https://1ou2cocktails.com/cocktails/le-rhum-marin/,322.81,0.19,100.87,3.95,6.39,0.53,65.34,5.06,0.04,5.95,0.0,0.01
cocktail_101,Piña de Caña,https://1ou2cocktails.com/cocktails/pina-de-cana/,163.73,0.15,62.71,3.24,4.99,0.4400000000000001,50.73999999999999,3.24,0.03,4.96,0.0,0.0
cocktail_89,Sangria FruiTHÉe,https://1ou2cocktails.com/cocktails/sangria-fruithee/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_301,Mojito Framboise et Mangue,https://1ou2cocktails.com/cocktails/el-manguitos/,280.08,0.21,101.95,4.39,6.92,0.6200000000000001,70.59,4.4,0.05,6.95,0.0,0.01
cocktail_309,Tropicoco,https://1ou2cocktails.com/cocktails/tropicoco/,129.21,0.71,77.57,14.39,18.34,0.89,165.55,9.690000000000001,0.08,25.35,0.0,0.24
cocktail_316,La Petite Fraîche,https://1ou2cocktails.com/cocktails/la-petite-fraiche/,150.28,0.09,51.33000000000001,2.1,3.06,0.27,31.43,2.5,0.02,2.98,0.0,0.0
cocktail_327,Le National,https://1ou2cocktails.com/cocktails/le-national/,146.53,0.06,45.21,1.52,2.1,0.18,21.93,2.13,0.01,1.98,0.0,0.0
cocktail_341,Bloody-Mosa,https://1ou2cocktails.com/cocktails/bloody-mosa/,99.69,0.51,99.97000000000001,12.56,15.06,1.19,135.79,90.95,0.09999999999999999,14.05,0.01,0.39
cocktail_343,Le Frais,https://1ou2cocktails.com/cocktails/le-frais/,177.02,0.04,23.94,0.43,1.28,0.01,12.76,3.36,0.0,0.0,0.0,0.0
cocktail_353,Gin Bees,https://1ou2cocktails.com/cocktails/gin-bees/,148.81,0.0,31.53,0.38,0.17,0.0,2.41,1.81,0.0,0.0,0.0,0.0
cocktail_1329,Tikibécois,https://1ou2cocktails.com/cocktails/tikibecois/,156.23,0.09,50.48,2.1,3.06,0.27,31.75,2.5,0.02,2.98,0.0,0.0
cocktail_359,Le Fresca,https://1ou2cocktails.com/cocktails/le-fresca/,252.32,0.26,84.33,5.430000000000001,8.82,0.7000000000000001,88.10000000000001,7.02,0.06,7.94,0.0,0.01
cocktail_1145,Bellini aux framboises,https://1ou2cocktails.com/cocktails/bellini-love/,0.0,0.27,11.97,9.3,4.44,0.11,60.79,1.53,0.02,20.96,0.0,0.15
cocktail_894,Café Gibou,https://1ou2cocktails.com/cocktails/cafe-gibou/,125.31,1.57,266.61,58.65,25.12,0.18,397.39,34.4,1.69,0.09,0.04,0.04
cocktail_890,Bulles Orange et Chai,https://1ou2cocktails.com/cocktails/bulles-teinthees/,64.56,0.01,7.609999999999999,0.33,0.52,0.0,5.46,1.51,0.0,0.0,0.0,0.0
cocktail_878,Sangria de Noël,https://1ou2cocktails.com/cocktails/sangria-de-noel/,48.06,0.25,314.38,25.58,25.39,0.9,282.31,12.7,0.06,7.94,0.0,0.01
cocktail_707,Coupe glacée alcoolisée,https://1ou2cocktails.com/cocktails/lauras-secret/,9.36,0.26,5.2,8.15,0.71,0.0,9.5,4.71,0.0,0.01,0.01,0.01
cocktail_657,Bulles épicées,https://1ou2cocktails.com/cocktails/poppin-clubbin/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_365,Bourbon d’Automne,https://1ou2cocktails.com/cocktails/bourbon-dautomne/,265.43,0.12,83.94,2.67,4.03,0.34,41.26000000000001,2.43,0.03,3.97,0.0,0.01
cocktail_375,Mojito Cognac et Gingembre,https://1ou2cocktails.com/cocktails/mojito-with-a-twist/,326.32,0.17,53.76000000000001,2.96,5.62,0.28,56.42,8.23,0.02,2.98,0.0,0.0
cocktail_85,El Grito,https://1ou2cocktails.com/cocktails/el-grito/,298.13,0.18,81.01,3.52,5.84,0.4400000000000001,58.39999999999999,6.0,0.03,4.96,0.0,0.0
cocktail_384,Le Rapala,https://1ou2cocktails.com/cocktails/le-rapala/,207.53,0.21,83.95,4.39,6.92,0.6100000000000001,70.02000000000001,4.109999999999999,0.05,6.95,0.0,0.01
cocktail_388,Le Chambly,https://1ou2cocktails.com/?post_type=cocktail&p=388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_395,L'incognito,https://1ou2cocktails.com/cocktails/incognito/,184.65,0.09,145.5,2.27,4.76,0.4400000000000001,53.29,4.03,0.02,2.98,0.0,0.0
cocktail_399,Café des Bois,https://1ou2cocktails.com/cocktails/cafe-des-bois/,81.19,0.0,156.75,6.1,13.04,0.1,212.9,3.83,1.03,0.0,0.0,0.0
cocktail_404,Le Zen,https://1ou2cocktails.com/cocktails/le-zen/,181.89,0.12,58.57,2.86,4.12,0.35,41.6,3.76,0.03,3.97,0.0,0.01
cocktail_409,La Brochette Infernale,https://1ou2cocktails.com/cocktails/la-brochette-infernale/,125.91,0.15,57.76000000000001,2.86,4.82,0.43,47.9,1.85,0.03,4.96,0.0,0.0
cocktail_414,Sangria-Nanas,https://1ou2cocktails.com/cocktails/sangria-nanas/,324.8,0.35,450.85,32.03,37.44,1.34,413.12,15.19,0.09,11.91,0.0,0.02
cocktail_418,Le Prince-Édouard,https://1ou2cocktails.com/cocktails/le-prince-edouard/,139.25,0.09999999999999999,44.57,2.17,3.27,0.27,33.38,2.86,0.02,2.98,0.0,0.0
cocktail_1152,Sour gin gingembre et lilas,https://1ou2cocktails.com/cocktails/sour-gin-gingembre-lilas/,160.06,0.09999999999999999,60.55,3.14,4.050000000000001,0.26,37.7,5.05,0.02,2.98,0.0,0.0
cocktail_422,Sangria Rosée,https://1ou2cocktails.com/cocktails/sangria-rosee/,232.96,0.0,376.95,25.55,25.87,0.32,299.94,9.85,0.0,0.0,0.0,0.0
cocktail_436,Il Basilico,https://1ou2cocktails.com/cocktails/il-basilico/,351.65,0.12,100.02,2.67,4.03,0.34,40.40000000000001,4.69,0.03,3.97,0.0,0.01
cocktail_224,Stinger,https://1ou2cocktails.com/cocktails/stinger/,148.55,0.52,48.44,16.58,1.42,0.01,19.55,9.99,0.01,0.03,0.01,0.01
cocktail_230,Old Fashioned,https://1ou2cocktails.com/cocktails/old-fashioned/,285.76,0.0,72.46,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0
cocktail_239,Negroni,https://1ou2cocktails.com/?post_type=cocktail&p=239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_717,Bulles Cognac et Citron,https://1ou2cocktails.com/cocktails/bulles-citronnees/,90.48,0.06,33.82,1.47,2.02,0.17,20.48,1.5,0.01,1.98,0.0,0.0
cocktail_443,Digestif Hivernal Tequila et Tia Maria,https://1ou2cocktails.com/cocktails/digestif-hivernal/,102.89,1.92,82.15,66.95,7.99,0.01,115.38,21.69,0.12,0.74,0.15,0.06
cocktail_855,Punch des Fêtes,https://1ou2cocktails.com/cocktails/punch-des-fetes/,820.09,0.23,232.15,6.54,8.39,0.7000000000000001,86.47,11.03,0.06,7.94,0.0,0.01
cocktail_447,Cocktail de petits fruits,https://1ou2cocktails.com/cocktails/cocktail-de-petits-fruits/,265.1,0.15,70.11,3.14,4.97,0.3700000000000001,50.64,5.4,0.03,3.97,0.0,0.01
cocktail_981,Martini au Jus d’Huître,https://1ou2cocktails.com/cocktails/martini-au-jus-dhuitre/,274.42,0.01,84.95,1.04,0.99,0.02,8.219999999999999,3.27,0.0,0.0,0.0,0.0
cocktail_216,Cocktail à la Poire IKEA,https://1ou2cocktails.com/cocktails/drink-ikea/,184.6,0.09,60.62,2.1,3.06,0.28,31.6,2.63,0.02,2.98,0.0,0.0
cocktail_77,Rhum Chic Choc aux fruits rouges,https://1ou2cocktails.com/cocktails/rhum-chic-choc/,348.92,0.48,137.78,15.16,10.74,0.65,125.44,5.16,0.06,30.61,0.0,0.2
cocktail_825,Limonade Vodka et Basilic,https://1ou2cocktails.com/cocktails/limonade-vodka-basilic/,172.11,0.12,60.02,2.86,4.12,0.36,42.13,3.34,0.03,3.97,0.0,0.01
cocktail_911,Gin pamplemousse,https://1ou2cocktails.com/cocktails/gin-pamplemousse/,291.48,0.23,106.86,4.96,7.88,0.68,78.39,5.61,0.06,7.94,0.0,0.01
cocktail_454,Margarita à la mûre,https://1ou2cocktails.com/cocktails/margarita-mure/,216.89,0.11,54.83,2.0,3.75,0.26,36.98999999999999,4.02,0.02,2.98,0.0,0.0
cocktail_74,Limonade melon sans alcool,https://1ou2cocktails.com/cocktails/limonade-melon-funky/,102.28,0.23,59.19,5.35,8.05,0.6900000000000001,80.80000000000001,4.87,0.06,7.94,0.0,0.01
cocktail_463,Rhum Tropical,https://1ou2cocktails.com/cocktails/rhum-tropical/,269.01,0.33,113.45,6.819999999999999,11.2,0.9600000000000001,112.27,6.61,0.08,10.92,0.0,0.01
cocktail_469,Sangria à la pêche,https://1ou2cocktails.com/cocktails/sangria-la-peche/,256.07,0.34,184.77,12.67,17.32,1.02,181.63,8.82,0.08,10.92,0.0,0.01
cocktail_67,Rhum mangue et gingembre,https://1ou2cocktails.com/cocktails/rhum-mangue-gingembre/,268.83,0.35,83.6,9.93,8.14,0.45,99.93,5.5,0.05,21.24,0.0,0.14
cocktail_1156,Sour Cognac et Mangue,https://1ou2cocktails.com/cocktails/sour-cognac-mangue/,235.32,0.19,107.0,5.08,6.87,0.51,65.85,5.68,0.04,5.95,0.0,0.01
cocktail_479,Tom Hendrick’s Collins,https://1ou2cocktails.com/cocktails/tom-hendricks-collins/,369.73,0.12,102.59,2.86,4.12,0.35,41.6,5.17,0.03,3.97,0.0,0.01
cocktail_62,Collins Érable et Tonic,https://1ou2cocktails.com/cocktails/collins-erable-et-tonic/,322.97,0.13,87.44,2.81,4.46,0.34,44.65000000000001,5.16,0.03,3.97,0.0,0.01
cocktail_485,Vodka Campari,https://1ou2cocktails.com/cocktails/vodka-campari/,198.7,0.13,66.65,2.43,4.29,0.36,42.94,3.06,0.03,3.97,0.0,0.01
cocktail_163,Gin Tonic ¾ oz,https://1ou2cocktails.com/?post_type=cocktail&p=163,93.92,0.01,41.25,1.39,0.0,0.0,0.75,1.93,0.0,0.0,0.0,0.0
cocktail_489,Cidre de glace Tonic,https://1ou2cocktails.com/cocktails/cidre-tonic/,0.0,0.08,105.92,8.68,3.54,0.02,113.06,4.76,0.0,11.68,0.0,0.0
cocktail_495,Vin chaud aux épices,https://1ou2cocktails.com/cocktails/vin-chaud-aux-epices/,7.5,0.06,174.04,14.75,15.61,0.34,176.24,5.66,0.01,1.98,0.0,0.0
cocktail_723,Bulle Rosée au Campari,https://1ou2cocktails.com/cocktails/bulles-rosees/,46.52,0.02,5.04,0.14,0.42,0.0,4.26,1.02,0.0,0.0,0.0,0.0
cocktail_1486,Gin Royal,https://1ou2cocktails.com/cocktails/gin-royal/,234.72,0.26,58.0,8.15,0.71,0.0,9.5,6.41,0.0,0.01,0.01,0.01
cocktail_501,Digestif Amaretto et Cognac,https://1ou2cocktails.com/cocktails/amaleche/,231.84,1.02,55.03,33.8,5.05,0.02,64.22,14.64,0.01,0.37,0.08,0.03
cocktail_160,Cosmopolitan,https://1ou2cocktails.com/?post_type=cocktail&p=160,145.08,0.24,72.53,4.720000000000001,8.14,0.6900000000000001,80.57,4.26,0.05,7.93,0.0,0.01
cocktail_151,Mimosa au cidre mousseux,https://1ou2cocktails.com/cocktails/mimosa-de-cidre/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cocktail_506,Punchkin Bière noire et Cava,https://1ou2cocktails.com/cocktails/punchkin/,145.16,0.49,302.91,20.92,24.28,0.19,207.51,18.32,0.03,0.0,0.0,0.0
cocktail_513,Martini aux petits fruits,https://1ou2cocktails.com/cocktails/martini-1-ou-2-fantaisies/,216.9,0.19,82.35,4.04,6.31,0.51,63.0,4.28,0.04,5.95,0.0,0.01
cocktail_244,Hot Shot,https://1ou2cocktails.com/cocktails/cocktailshot-shot/,140.92,0.04,35.93,1.33,3.24,0.01,44.65,3.65,0.16,0.0,0.0,0.0
cocktail_517,Martini Vanille,https://1ou2cocktails.com/cocktails/martini-vanille/,287.69,0.19,100.05,3.88,6.17,0.53,62.58,4.54,0.04,5.95,0.0,0.01
cocktail_522,Bloody Caesar à la téquila,https://1ou2cocktails.com/cocktails/tequila-caesar/,279.23,0.49,145.07,12.62,15.13,1.19,141.47,55.71,0.09999999999999999,13.89,0.0,0.05
cocktail_528,Gin du jardin,https://1ou2cocktails.com/cocktails/gin-du-jardin/,287.74,0.21,100.75,4.39,6.92,0.6000000000000001,68.89,5.24,0.05,6.95,0.0,0.01
cocktail_531,Café Dulce,https://1ou2cocktails.com/cocktails/cafe-dulce/,252.83,1.98,131.45,69.72,13.78,0.06,198.6,27.36,0.43,0.74,0.15,0.06
cocktail_537,Sangria Blanche au Soho (au verre),https://1ou2cocktails.com/cocktails/sangria-blanche-au-soho/,76.51,0.25,203.3,16.8,20.55,0.8400000000000001,223.63,8.23,0.05,7.93,0.0,0.01
cocktail_541,Cosmo Blanco,https://1ou2cocktails.com/cocktails/cosmo-blanco/,310.91,0.19,102.57,3.95,6.39,0.53,64.7,5.06,0.04,5.95,0.0,0.01
